"new_simple_name","taxon_id","kingdom","class","new_redlistTW"
"Lasianthus obliquinervis obliquinervis","t0086875","Plantae","Magnoliopsida","NLC"
"Lasianthus obliquinervis simizui","t0086876","Plantae","Magnoliopsida","NEN"
"Liriope minor angustissima","t0086886","Plantae","Magnoliopsida","NLC"
"Litsea akoensis akoensis","t0086887","Plantae","Magnoliopsida","NLC"
"Litsea lii nunkao-tahangensis","t0086889","Plantae","Magnoliopsida","NLC"
"Lyonia ovalifolia ovalifolia","t0086891","Plantae","Magnoliopsida","NLC"
"Lysionotus pauciflorus pauciflorus","t0086892","Plantae","Magnoliopsida","NLC"
"Machilus obovatifolia taiwuensis","t0086893","Plantae","Magnoliopsida","NLC"
"Millettia pulchra microphylla","t0086899","Plantae","Magnoliopsida","NCR"
"Mimulus tenellus japonicus","t0086900","Plantae","Magnoliopsida","NLC"
"Murraya omphalocarpa","t0086901","Plantae","Magnoliopsida","NNT"
"Myristica ceylanica cagayanensis","t0086903","Plantae","Magnoliopsida","NVU"
"Myristica elliptica simiarum","t0086904","Plantae","Magnoliopsida","NEN"
"Neolitsea sericea aurata","t0086908","Plantae","Magnoliopsida","NEN"
"Oreorchis indica","t0086925","Plantae","Magnoliopsida","NNT"
"Peristylus lacertifer lacertifer","t0086942","Plantae","Magnoliopsida","NNT"
"Persicaria barbata gracilis","t0086943","Plantae","Magnoliopsida","NLC"
"Phellodendron amurense wilsonii","t0086945","Plantae","Magnoliopsida","NCR"
"Pilea peploides major","t0086947","Plantae","Magnoliopsida","NLC"
"Pilea peploides peploides","t0086948","Plantae","Magnoliopsida","NLC"
"Piper interruptum multinervum","t0086950","Plantae","Magnoliopsida","DD"
"Pittosporum illicioides angustifolium","t0086951","Plantae","Magnoliopsida","NVU"
"Prunus phaeosticta ilicifolia","t0086962","Plantae","Magnoliopsida","NEN"
"Pteris grevilleana grevilleana","t0086963","Plantae","Polypodiopsida","NLC"
"Quercus longinux lativiolacifolia","t0086968","Plantae","Magnoliopsida","DD"
"Rhododendron ovatum lamprophyllum","t0086971","Plantae","Magnoliopsida","NNT"
"Rhododendron ovatum ovatum","t0086972","Plantae","Magnoliopsida","DD"
"Rhododendron rubropilosum rubropilosum","t0086973","Plantae","Magnoliopsida","NLC"
"Rhododendron rubropilosum taiwanalpinum","t0086974","Plantae","Magnoliopsida","NLC"
"Rhus chinensis roxburghii","t0086975","Plantae","Magnoliopsida","NLC"
"Rhus succedanea succedanea","t0086976","Plantae","Magnoliopsida","NLC"
"Rhynchoglossum obliquum hologlossum","t0086977","Plantae","Magnoliopsida","NLC"
"Rosa bracteata bracteata","t0086980","Plantae","Magnoliopsida","NVU"
"Rotala indica uliginosa","t0086984","Plantae","Magnoliopsida","NLC"
"Rubia akane akane","t0086985","Plantae","Magnoliopsida","NLC"
"Rubus lambertianus lambertianus","t0086986","Plantae","Magnoliopsida","NLC"
"Salix fulvopubescens tagawana","t0086988","Plantae","Magnoliopsida","NLC"
"Salix taiwanalpina morrisonicola","t0086989","Plantae","Magnoliopsida","NNT"
"Salix taiwanalpina taiwanalpina","t0086990","Plantae","Magnoliopsida","NNT"
"Salix taiwanalpina takasagoalpina","t0086991","Plantae","Magnoliopsida","NLC"
"Salvia formosana matsudae","t0086992","Plantae","Magnoliopsida","NLC"
"Salvia nipponica formosana","t0086993","Plantae","Magnoliopsida","NLC"
"Sarcopyramis napalensis delicata","t0086995","Plantae","Magnoliopsida","NLC"
"Schima superba kankaoensis","t0087035","Plantae","Magnoliopsida","NLC"
"Schizachyrium fragile shimadae","t0087036","Plantae","Magnoliopsida","DD"
"Senecio nemorensis dentatus","t0087039","Plantae","Magnoliopsida","NLC"
"Shortia rotundifolia ritoensis","t0087040","Plantae","Magnoliopsida","DD"
"Shortia rotundifolia subcordata","t0087041","Plantae","Magnoliopsida","DD"
"Shortia rotundifolia transalpina","t0087042","Plantae","Magnoliopsida","NNT"
"Smilax bracteata bracteata","t0087045","Plantae","Magnoliopsida","NLC"
"Stephania japonica hispidula","t0087062","Plantae","Magnoliopsida","NLC"
"Stephania japonica japonica","t0087063","Plantae","Magnoliopsida","NLC"
"Symplocos cochinchinensis cochinchinensis","t0087065","Plantae","Magnoliopsida","NLC"
"Taxillus limprichtii limprichtii","t0087067","Plantae","Magnoliopsida","NVU"
"Taxillus limprichtii longiflorus","t0087068","Plantae","Magnoliopsida","NVU"
"Taxillus lonicerifolius lonicerifolius","t0087069","Plantae","Magnoliopsida","NLC"
"Trisetum spicatum formosanum","t0087097","Plantae","Magnoliopsida","NLC"
"Vaccinium wrightii wrightii","t0087101","Plantae","Magnoliopsida","NLC"
"Vigna minima minor","t0087105","Plantae","Magnoliopsida","NLC"
"Vigna vexillata tsusimensis","t0087106","Plantae","Magnoliopsida","NLC"
"Viola adenothrix adenothrix","t0087107","Plantae","Magnoliopsida","NLC"
"Viola adenothrix tsugitakaensis","t0087108","Plantae","Magnoliopsida","NLC"
"Viola formosana stenopetala","t0087109","Plantae","Magnoliopsida","NLC"
"Viola nagasawae pricei","t0087110","Plantae","Magnoliopsida","NLC"
"Yoania amagiensis squamipes","t0087114","Plantae","Magnoliopsida","NCR"
"Zanthoxylum ailanthoides pubescens","t0087115","Plantae","Magnoliopsida","DD"
"Viburnum plicatum formosanum","t0087346","Plantae","Magnoliopsida","NNT"
"Viola obtusa tsuifengensis","t0087347","Plantae","Magnoliopsida","NVU"
"Vitis thunbergii taiwaniana","t0087348","Plantae","Magnoliopsida","NEN"
"Achyranthes bidentata japonica","t0087349","Plantae","Magnoliopsida","NLC"
"Arisaema taiwanense brevipedunculatum","t0087351","Plantae","Magnoliopsida","NVU"
"Blumea riparia megacephala","t0087352","Plantae","Magnoliopsida","NLC"
"Bulbophyllum albociliatum weiminianum","t0087354","Plantae","Magnoliopsida","NVU"
"Bulbophyllum hirundinis calvum","t0087355","Plantae","Magnoliopsida","DD"
"Buxus microphylla sinica tarokoensis","t0087357","Plantae","Magnoliopsida","NVU"
"Callicarpa formosana glabrata","t0087358","Plantae","Magnoliopsida","NLC"
"Carex gentilis nakaharae","t0087360","Plantae","Magnoliopsida","DD"
"Carex mitrata aristata","t0087361","Plantae","Magnoliopsida","DD"
"Cheirostylis pusilla simplex","t0087362","Plantae","Magnoliopsida","NCR"
"Cirsium japonicum australe","t0087363","Plantae","Magnoliopsida","NLC"
"Cirsium japonicum takaoense","t0087365","Plantae","Magnoliopsida","NLC"
"Clematis chinensis tatushanensis","t0087366","Plantae","Magnoliopsida","NNT"
"Clematis tashiroi huangii","t0087367","Plantae","Magnoliopsida","NVU"
"Dioscorea japonica oldhamii","t0087368","Plantae","Magnoliopsida","NLC"
"Elaeocarpus decipiens changii","t0087369","Plantae","Magnoliopsida","NVU"
"Elatostema lineolatum majus","t0087370","Plantae","Magnoliopsida","NLC"
"Eurya nanjenshanensis","t0087371","Plantae","Magnoliopsida","NNT"
"Ficus microcarpa fuyuensis","t0087372","Plantae","Magnoliopsida","DD"
"Ficus microcarpa oluangpiensis","t0087373","Plantae","Magnoliopsida","DD"
"Ficus microcarpa pusillifolia","t0087374","Plantae","Magnoliopsida","DD"
"Gentiana flavomaculata yuanyanghuensis","t0087375","Plantae","Magnoliopsida","NLC"
"Gentiana scabrida punctulata","t0087376","Plantae","Magnoliopsida","NLC"
"Imperata cylindrica major","t0087378","Plantae","Magnoliopsida","NLC"
"Juncus effusus decipiens","t0087380","Plantae","Magnoliopsida","NLC"
"Litsea akoensis chitouchiaoensis","t0087381","Plantae","Magnoliopsida","NLC"
"Musa itinerans chiumei","t0087385","Plantae","Magnoliopsida","NCR"
"Musa basjoo formosana","t0087386","Plantae","Magnoliopsida","NLC"
"Musa itinerans kavalanensis","t0087387","Plantae","Magnoliopsida","NCR"
"Prunella vulgaris nanhutashanense","t0087388","Plantae","Magnoliopsida","NVU"
"Rhamnus chingshuiensis tashanensis","t0087389","Plantae","Magnoliopsida","NLC"
"Sporobolus indicus flaccidus","t0087392","Plantae","Magnoliopsida","DD"
"Sporobolus indicus major","t0087393","Plantae","Magnoliopsida","NLC"
"Syzygium densinervium","t0087394","Plantae","Magnoliopsida","NNT"
"Taxillus lonicerifolius longifolius","t0087395","Plantae","Magnoliopsida","NLC"
"Thalictrum javanicum puberulum","t0087396","Plantae","Magnoliopsida","DD"
"Pteris grevilleana ornata","t0087608","Plantae","Polypodiopsida","NVU"
"Neolitsea buisanensis buisanensis","t0087656","Plantae","Magnoliopsida","NLC"
"Chrinephrium insulare","t0095924","Plantae","Polypodiopsida","DD"
"Solanum pseudosaponaceum","t0099237","Plantae","Magnoliopsida","NLC"
"Acer buergerianum","t0099262","Plantae","Magnoliopsida","NCR"
"Sporobolus indicus","t0099300","Plantae","Magnoliopsida","DD"
"Arabidopsis halleri","t0099355","Plantae","Magnoliopsida","NEN"
"Arabidopsis lyrata","t0099357","Plantae","Magnoliopsida","NLC"
"Arabis alpina","t0099359","Plantae","Magnoliopsida","NLC"
"Ardisia cornudentata morrisonensis stenosepala","t0099363","Plantae","Magnoliopsida","NLC"
"Arisaema thunbergii","t0099367","Plantae","Magnoliopsida","NNT"
"Blumea riparia","t0099418","Plantae","Magnoliopsida","NLC"
"Bolboschoenus maritimus","t0099421","Plantae","Magnoliopsida","NLC"
"Leptopetalum strigulosum","t0099490","Plantae","Magnoliopsida","NLC"
"Droguetia iners","t0099559","Plantae","Magnoliopsida","NNT"
"Elatostema lineolatum","t0099569","Plantae","Magnoliopsida","NLC"
"Epilobium brevifolium","t0099582","Plantae","Magnoliopsida","NLC"
"Eulophia bicarinata","t0099610","Plantae","Magnoliopsida","DD"
"Excoecaria formosana","t0099628","Plantae","Magnoliopsida","NLC"
"Ficus aurantiacea","t0099640","Plantae","Magnoliopsida","NLC"
"Tsuga chinensis","t0099673","Plantae","Pinopsida","NLC"
"Viburnum plicatum","t0099695","Plantae","Magnoliopsida","NNT"
"Viola nagasawai","t0099704","Plantae","Magnoliopsida","NLC"
"Viola obtusa","t0099706","Plantae","Magnoliopsida","NVU"
"Helwingia japonica","t0100277","Plantae","Magnoliopsida","NLC"
"Imperata cylindrica","t0100310","Plantae","Magnoliopsida","NLC"
"Ipomoea pes-caprae","t0100319","Plantae","Magnoliopsida","NLC"
"Juncus effusus","t0100339","Plantae","Magnoliopsida","NLC"
"Keteleeria davidiana","t0100346","Plantae","Pinopsida","NCR"
"Lilium speciosum","t0100387","Plantae","Magnoliopsida","NCR"
"Sagittaria guayanensis","t0100390","Plantae","Magnoliopsida","NEN"
"Rhynchospora rugosa","t0100408","Plantae","Magnoliopsida","NVU"
"Skimmia japonica distincte-venulosa orthoclada","t0100438","Plantae","Magnoliopsida","DD"
"Solidago virgaurea","t0100454","Plantae","Magnoliopsida","NLC"
"Thalictrum javanicum","t0100513","Plantae","Magnoliopsida","DD"
"Lobelia alsinoides","t0100544","Plantae","Magnoliopsida","NLC"
"Lotus corniculatus","t0100551","Plantae","Magnoliopsida","NLC"
"Deparia petersenii","t0100553","Plantae","Polypodiopsida","NLC"
"Lysimachia loeflingii","t0100559","Plantae","Magnoliopsida","NLC"
"Musa itinerans","t0100608","Plantae","Magnoliopsida","NCR"
"Cardamine scutata","t0100691","Plantae","Magnoliopsida","NLC"
"Carex finitima","t0100693","Plantae","Magnoliopsida","NLC"
"Carex gentilis","t0100695","Plantae","Magnoliopsida","DD"
"Carex grallatoria","t0100696","Plantae","Magnoliopsida","NVU"
"Carex ligulata","t0100698","Plantae","Magnoliopsida","NLC"
"Carex manca","t0100700","Plantae","Magnoliopsida","NLC"
"Carex mitrata","t0100701","Plantae","Magnoliopsida","DD"
"Carex tristachya","t0100706","Plantae","Magnoliopsida","NLC"
"Cheirostylis pusilla","t0100737","Plantae","Magnoliopsida","NCR"
"Crateva adansonii","t0100779","Plantae","Magnoliopsida","NLC"
"Daphniphyllum glaucescens oldhamii lanyuense","t0100809","Plantae","Magnoliopsida","NNT"
"Philoxerus wrightii","t0100830","Plantae","Magnoliopsida","NVU"
"Raphanus raphanistrum","t0100936","Plantae","Magnoliopsida","NLC"
"Rubus parviaraliifolius","t0100962","Plantae","Magnoliopsida","NLC"
"Oxalis griffithii formosana","t0101126","Plantae","Magnoliopsida","NLC"
"Pueraria montana montana","t0101141","Plantae","Magnoliopsida","NLC"
"Ficus microcarpa microcarpa","t0101266","Plantae","Magnoliopsida","NLC"
"Arachniodes amabilis","t0101507","Plantae","Polypodiopsida","NLC"
"Arundinella pubescens","t0101568","Plantae","Magnoliopsida","NLC"
"Mazus delavayi","t0101582","Plantae","Magnoliopsida","NLC"
"Entada koshunensis","t0101620","Plantae","Magnoliopsida","NEN"
"Ficus superba","t0101625","Plantae","Magnoliopsida","NLC"
"Microlepia marginata marginata","t0101878","Plantae","Polypodiopsida","NLC"
"Aspidistra mushaensis mushaensis","t0102011","Plantae","Magnoliopsida","NLC"
"Camellia tenuifolia","t0102042","Plantae","Magnoliopsida","NLC"
"Camphora kanahirae","t0102043","Plantae","Magnoliopsida","NEN"
"Glycosmis citrifolia","t0102044","Plantae","Magnoliopsida","NLC"
"Lasianthus appressihirtus appressihirtus","t0102046","Plantae","Magnoliopsida","NLC"
"Peristylus calcaratus","t0102048","Plantae","Magnoliopsida","NLC"
"Ischaemum aureum","t0102049","Plantae","Magnoliopsida","DD"
"Rubus fraxinifoliolus","t0102051","Plantae","Magnoliopsida","NLC"
"Rubus alnifoliolatus","t0102052","Plantae","Magnoliopsida","NLC"
"Rubus lanyuensis","t0102053","Plantae","Magnoliopsida","NNT"
"Acorus gramineus gramineus","t0102073","Plantae","Magnoliopsida","NLC"
"Acorus gramineus macrospadiceus","t0102074","Plantae","Magnoliopsida","DD"
"Adenostemma lavenia lavenia","t0102075","Plantae","Magnoliopsida","NLC"
"Alpinia koshunensis","t0102076","Plantae","Magnoliopsida","NLC"
"Alpinia pricei pricei","t0102077","Plantae","Magnoliopsida","NLC"
"Alpinia shimadae shimadae","t0102078","Plantae","Magnoliopsida","NLC"
"Alysicarpus vaginalis vaginalis","t0102079","Plantae","Magnoliopsida","NLC"
"Bredia hirsuta hirsuta","t0102083","Plantae","Magnoliopsida","NLC"
"Calamus siphonospathus sublaevis","t0102084","Plantae","Magnoliopsida","NNT"
"Callitriche palustris palustris","t0102085","Plantae","Magnoliopsida","NNT"
"Carex morrisonicola","t0102087","Plantae","Magnoliopsida","NLC"
"Carex daibuensis","t0102088","Plantae","Magnoliopsida","NLC"
"Carex dolichostachya","t0102089","Plantae","Magnoliopsida","NLC"
"Chrysoglossum formosanum","t0102090","Plantae","Magnoliopsida","NLC"
"Cuscuta japonica japonica","t0102092","Plantae","Magnoliopsida","DD"
"Cymbidium lancifolium lancifolium","t0102093","Plantae","Magnoliopsida","NLC"
"Cyperus malaccensis malaccensis","t0102094","Plantae","Magnoliopsida","NLC"
"Cyperus tuberosus","t0102095","Plantae","Magnoliopsida","NLC"
"Grona heterocarpa heterocarpa","t0102096","Plantae","Magnoliopsida","NLC"
"Eleutherococcus trifoliatus trifoliatus","t0102097","Plantae","Magnoliopsida","NLC"
"Agropyron mayebaranum","t0102098","Plantae","Magnoliopsida","NLC"
"Flemingia macrophylla macrophylla","t0102100","Plantae","Magnoliopsida","NLC"
"Hylodesmum podocarpum podocarpum","t0102103","Plantae","Magnoliopsida","NVU"
"Ilex lonicerifolia lonicerifolia","t0102104","Plantae","Magnoliopsida","NNT"
"Juniperus formosana concolor","t0102105","Plantae","Pinopsida","DD"
"Liparis derchiensis","t0102107","Plantae","Magnoliopsida","NEN"
"Litsea linii","t0102109","Plantae","Magnoliopsida","NLC"
"Machilus zuihoensis zuihoensis","t0102110","Plantae","Magnoliopsida","NLC"
"Mussaenda albiflora","t0102113","Plantae","Magnoliopsida","NVU"
"Nymphaea nouchali","t0102114","Plantae","Magnoliopsida","DD"
"Photinia serratifolia serratifolia","t0102116","Plantae","Magnoliopsida","NLC"
"Phyllanthus virgatus","t0102117","Plantae","Magnoliopsida","NLC"
"Potentilla matsumurae pilosa","t0102120","Plantae","Magnoliopsida","NLC"
"Quercus glauca kuyuensis","t0102121","Plantae","Magnoliopsida","DD"
"Quercus stenophylloides","t0102122","Plantae","Magnoliopsida","NLC"
"Rhamnus chingshuiensis chingshuiensis","t0102123","Plantae","Magnoliopsida","NEN"
"Rhododendron lasiostylum","t0102124","Plantae","Magnoliopsida","NLC"
"Rubus croceacanthus croceacanthus","t0102125","Plantae","Magnoliopsida","NLC"
"Rubus croceacanthus glaber","t0102126","Plantae","Magnoliopsida","NLC"
"Rubus yuliensis","t0102127","Plantae","Magnoliopsida","DD"
"Rubus taitoensis taitoensis","t0102128","Plantae","Magnoliopsida","NLC"
"Rubus taitoensis aculeatiflorus","t0102129","Plantae","Magnoliopsida","NLC"
"Salix morii","t0102131","Plantae","Magnoliopsida","NLC"
"Sida rhombifolia rhombifolia","t0102132","Plantae","Magnoliopsida","NLC"
"Taeniophyllum crassipes","t0102133","Plantae","Magnoliopsida","NLC"
"Viola formosana formosana","t0102134","Plantae","Magnoliopsida","NLC"
"Lindernia mollis","t0102139","Plantae","Magnoliopsida","DD"
"Hymenasplenium cataractarum","t0102144","Plantae","Polypodiopsida","NLC"
"Hymenasplenium filipes","t0102145","Plantae","Polypodiopsida","NLC"
"Hymenasplenium unilaterale","t0102146","Plantae","Polypodiopsida","NLC"
"Cyrtomium nervosum","t0102155","Plantae","Polypodiopsida","DD"
"Dryopteris hendersoni","t0102157","Plantae","Polypodiopsida","NLC"
"Goniophlebium argutum","t0102170","Plantae","Polypodiopsida","NLC"
"Leptochilus pothifolius","t0102171","Plantae","Polypodiopsida","NLC"
"Pyrrosia adnascens","t0102177","Plantae","Polypodiopsida","NLC"
"Pyrrosia transmorrisonensis","t0102178","Plantae","Polypodiopsida","DD"
"Tricholepidium buergerianum","t0102183","Plantae","Polypodiopsida","NLC"
"Cheilanthes mexicana","t0102187","Plantae","Polypodiopsida","DD"
"Pteris cretica cretica","t0102192","Plantae","Polypodiopsida","NLC"
"Coryphopteris japonica","t0102196","Plantae","Polypodiopsida","NLC"
"Thelypteris omeiensis","t0102197","Plantae","Polypodiopsida","NLC"
"Pronephrium aspera","t0102208","Plantae","Polypodiopsida","NLC"
"Stegnogramma pozoi","t0102211","Plantae","Polypodiopsida","NEN"
"Peristrophe roxburghiana","t0102212","Plantae","Magnoliopsida","NLC"
"Achyranthes bidentata bidentata","t0102213","Plantae","Magnoliopsida","NLC"
"Tylophora lanyuensis","t0102217","Plantae","Magnoliopsida","NLC"
"Ilex taiwanensis","t0102218","Plantae","Magnoliopsida","DD"
"Farfugium japonicum japonicum","t0102222","Plantae","Magnoliopsida","NNT"
"Parasenecio hwangshanica","t0102225","Plantae","Magnoliopsida","NVU"
"Cardamine scutata rotundiloba","t0102229","Plantae","Magnoliopsida","NLC"
"Stellaria alsine undulata","t0102240","Plantae","Magnoliopsida","NLC"
"Eleocharis congesta thermalis","t0102247","Plantae","Magnoliopsida","NVU"
"Daphniphyllum glaucescens oldhamii kengii","t0102248","Plantae","Magnoliopsida","DD"
"Dolichos trilobus kosyunensis","t0102255","Plantae","Magnoliopsida","NVU"
"Vigna minima minima","t0102258","Plantae","Magnoliopsida","NLC"
"Lithocarpus taitoensis","t0102260","Plantae","Magnoliopsida","NLC"
"Prunella vulgaris asiatica nanhutashanensis","t0102268","Plantae","Magnoliopsida","NVU"
"Lindera thunbergii","t0102270","Plantae","Magnoliopsida","NLC"
"Abutilon indicum indicum","t0102274","Plantae","Magnoliopsida","NLC"
"Paris polyphylla polyphylla","t0102275","Plantae","Magnoliopsida","NLC"
"Bredia hirsuta scandens","t0102276","Plantae","Magnoliopsida","NLC"
"Gastrodia confusoides confusoides","t0102284","Plantae","Magnoliopsida","NLC"
"Odontochilus drymoglossifolius","t0102290","Plantae","Magnoliopsida","NLC"
"Taeniophyllum aphyllum","t0102294","Plantae","Magnoliopsida","NLC"
"Zeuxine strateumatica rupicola","t0102295","Plantae","Magnoliopsida","DD"
"Poa sphondylodes kelungensis","t0102303","Plantae","Magnoliopsida","NNT"
"Maesa perlaria perlaria","t0102307","Plantae","Magnoliopsida","DD"
"Cimicifuga simplex","t0102308","Plantae","Magnoliopsida","NNT"
"Rosa luciae luciae","t0102310","Plantae","Magnoliopsida","DD"
"Rubus pungens pungens","t0102311","Plantae","Magnoliopsida","NLC"
"Scleromitrion koanum","t0102312","Plantae","Magnoliopsida","DD"
"Hedyotis tenelliflora","t0102313","Plantae","Magnoliopsida","NLC"
"Skimmia reevesiana","t0102315","Plantae","Magnoliopsida","NLC"
