"new_simple_name","taxon_id","kingdom","class","new_redlistTW"
"Lagerstroemia subcostata","t0054164","Plantae","Magnoliopsida","NLC"
"Lamium amplexicaule","t0054165","Plantae","Magnoliopsida","NCR"
"Laportea interrupta","t0054170","Plantae","Magnoliopsida","DD"
"Lasianthus curtisii","t0054172","Plantae","Magnoliopsida","NLC"
"Lasianthus fordii","t0054173","Plantae","Magnoliopsida","NLC"
"Lasianthus formosensis","t0054174","Plantae","Magnoliopsida","NLC"
"Lasianthus hiiranensis","t0054175","Plantae","Magnoliopsida","NVU"
"Lasianthus microphyllus","t0054177","Plantae","Magnoliopsida","NLC"
"Lasianthus microstachys","t0054178","Plantae","Magnoliopsida","NLC"
"Lasianthus tsangii","t0054179","Plantae","Magnoliopsida","NVU"
"Lasianthus wallichii","t0054180","Plantae","Magnoliopsida","NLC"
"Lathraea purpurea","t0054181","Plantae","Magnoliopsida","NNT"
"Lecanorchis cerina","t0054186","Plantae","Magnoliopsida","NNT"
"Lecanorchis latens","t0054187","Plantae","Magnoliopsida","DD"
"Lecanorchis thalassica","t0054188","Plantae","Magnoliopsida","NEN"
"Lecanorchis purpurea","t0054189","Plantae","Magnoliopsida","NNT"
"Lecanorchis vietnamica","t0054190","Plantae","Magnoliopsida","NNT"
"Lecanorchis virella","t0054191","Plantae","Magnoliopsida","NCR"
"Leea guineensis","t0054194","Plantae","Magnoliopsida","NLC"
"Leea philippinensis","t0054195","Plantae","Magnoliopsida","NNT"
"Leersia hexandra","t0054196","Plantae","Magnoliopsida","NLC"
"Lemna aequinoctialis","t0054197","Plantae","Magnoliopsida","NLC"
"Lemna trisulca","t0054198","Plantae","Magnoliopsida","NCR"
"Leontopodium microphyllum","t0054199","Plantae","Magnoliopsida","NLC"
"Leonurus japonicus","t0054200","Plantae","Magnoliopsida","NLC"
"Lepidagathis formosensis","t0054201","Plantae","Magnoliopsida","NLC"
"Lepidagathis inaequalis","t0054202","Plantae","Magnoliopsida","NLC"
"Lepidagathis secunda","t0054203","Plantae","Magnoliopsida","NEN"
"Lepidagathis stenophylla","t0054204","Plantae","Magnoliopsida","NNT"
"Lepistemon intermedius","t0054209","Plantae","Magnoliopsida","NCR"
"Leptaspis formosana","t0054210","Plantae","Magnoliopsida","NCR"
"Leptochloa chinensis","t0054211","Plantae","Magnoliopsida","NLC"
"Leptochloa panicea","t0054215","Plantae","Magnoliopsida","NLC"
"Lepturus repens","t0054216","Plantae","Magnoliopsida","NLC"
"Lespedeza chinensis","t0054218","Plantae","Magnoliopsida","NLC"
"Lespedeza daurica","t0054219","Plantae","Magnoliopsida","NCR"
"Lespedeza virgata","t0054220","Plantae","Magnoliopsida","NLC"
"Leucosyke quadrinervia","t0054223","Plantae","Magnoliopsida","NLC"
"Ligularia japonica","t0054225","Plantae","Magnoliopsida","NVU"
"Ligularia kojimae","t0054226","Plantae","Magnoliopsida","NVU"
"Ligularia stenocephala","t0054227","Plantae","Magnoliopsida","NLC"
"Ligustrum liukiuense","t0054229","Plantae","Magnoliopsida","NLC"
"Ligustrum morrisonense","t0054231","Plantae","Magnoliopsida","NNT"
"Ligustrum pricei","t0054232","Plantae","Magnoliopsida","NLC"
"Ligustrum sinense","t0054234","Plantae","Magnoliopsida","NLC"
"Lilium callosum","t0054236","Plantae","Magnoliopsida","DD"
"Limonium sinense","t0054238","Plantae","Magnoliopsida","NLC"
"Lindera aggregata","t0054241","Plantae","Magnoliopsida","NLC"
"Lindera akoensis","t0054242","Plantae","Magnoliopsida","NLC"
"Lindera communis","t0054243","Plantae","Magnoliopsida","NLC"
"Lindera erythrocarpa","t0054244","Plantae","Magnoliopsida","NLC"
"Lindera glauca","t0054245","Plantae","Magnoliopsida","NLC"
"Lindera megaphylla","t0054246","Plantae","Magnoliopsida","NLC"
"Liparis formosamontana","t0054256","Plantae","Magnoliopsida","NCR"
"Liparis barbata","t0054257","Plantae","Magnoliopsida","NNT"
"Liparis bootanensis","t0054258","Plantae","Magnoliopsida","NLC"
"Liparis campylostalix","t0054259","Plantae","Magnoliopsida","NEN"
"Liparis cordifolia","t0054260","Plantae","Magnoliopsida","NLC"
"Liparis elliptica","t0054261","Plantae","Magnoliopsida","NLC"
"Liparis formosana","t0054263","Plantae","Magnoliopsida","NLC"
"Liparis gigantea","t0054264","Plantae","Magnoliopsida","NLC"
"Liparis henryi","t0054265","Plantae","Magnoliopsida","NLC"
"Liparis kawakamii","t0054266","Plantae","Magnoliopsida","NLC"
"Liparis laurisilvatica","t0054267","Plantae","Magnoliopsida","NLC"
"Liparis mannii","t0054268","Plantae","Magnoliopsida","DD"
"Liparis nakaharai","t0054269","Plantae","Magnoliopsida","NLC"
"Liparis nervosa","t0054270","Plantae","Magnoliopsida","NLC"
"Liparis nokoensis","t0054271","Plantae","Magnoliopsida","NLC"
"Liparis odorata","t0054272","Plantae","Magnoliopsida","DD"
"Liparis reckoniana","t0054274","Plantae","Magnoliopsida","NEN"
"Liparis rubrotincta","t0054275","Plantae","Magnoliopsida","NVU"
"Liparis somai","t0054276","Plantae","Magnoliopsida","NEN"
"Liparis sootenzanensis","t0054277","Plantae","Magnoliopsida","NLC"
"Liparis viridiflora","t0054278","Plantae","Magnoliopsida","NLC"
"Liquidambar formosana","t0054279","Plantae","Magnoliopsida","NLC"
"Liriope platyphylla","t0054281","Plantae","Magnoliopsida","NLC"
"Liriope spicata","t0054282","Plantae","Magnoliopsida","NLC"
"Lithocarpus amygdalifolius","t0054284","Plantae","Magnoliopsida","NLC"
"Lithocarpus dodonaeifolius","t0054286","Plantae","Magnoliopsida","NVU"
"Lithocarpus hancei","t0054287","Plantae","Magnoliopsida","NLC"
"Lithocarpus konishii","t0054288","Plantae","Magnoliopsida","NLC"
"Lithocarpus lepidocarpus","t0054289","Plantae","Magnoliopsida","NLC"
"Lithocarpus nantoensis","t0054290","Plantae","Magnoliopsida","NVU"
"Lithocarpus shinsuiensis","t0054291","Plantae","Magnoliopsida","NEN"
"Lithospermum zollingeri","t0054292","Plantae","Magnoliopsida","NVU"
"Litsea acutivena","t0054293","Plantae","Magnoliopsida","NLC"
"Litsea akoensis","t0054294","Plantae","Magnoliopsida","NLC"
"Litsea coreana","t0054295","Plantae","Magnoliopsida","NLC"
"Litsea garciae","t0054296","Plantae","Magnoliopsida","NCR"
"Litsea hypophaea","t0054298","Plantae","Magnoliopsida","NLC"
"Litsea lii","t0054299","Plantae","Magnoliopsida","NLC"
"Litsea morrisonensis","t0054300","Plantae","Magnoliopsida","NLC"
"Lobelia alsinoides hancei","t0054302","Plantae","Magnoliopsida","NLC"
"Lobelia chinensis","t0054303","Plantae","Magnoliopsida","NLC"
"Lobelia nummularia","t0054307","Plantae","Magnoliopsida","NLC"
"Lobelia seguinii","t0054308","Plantae","Magnoliopsida","NLC"
"Lobelia zeylanica","t0054310","Plantae","Magnoliopsida","NLC"
"Lomatogonium chilaiensis","t0054313","Plantae","Magnoliopsida","NCR"
"Lonicera acuminata","t0054314","Plantae","Magnoliopsida","NLC"
"Lonicera apodantha","t0054315","Plantae","Magnoliopsida","NNT"
"Lonicera hypoglauca","t0054316","Plantae","Magnoliopsida","NLC"
"Lonicera japonica","t0054317","Plantae","Magnoliopsida","NLC"
"Lonicera kawakamii","t0054318","Plantae","Magnoliopsida","NVU"
"Lonicera macrantha","t0054319","Plantae","Magnoliopsida","NVU"
"Lonicera oiwakensis","t0054320","Plantae","Magnoliopsida","NVU"
"Lophatherum gracile","t0054321","Plantae","Magnoliopsida","NLC"
"Loranthus delavayi","t0054322","Plantae","Magnoliopsida","NLC"
"Ludwigia adscendens","t0054327","Plantae","Magnoliopsida","NLC"
"Ludwigia epilobioides","t0054328","Plantae","Magnoliopsida","NLC"
"Ludwigia hyssopifolia","t0054330","Plantae","Magnoliopsida","NLC"
"Ludwigia octovalvis","t0054331","Plantae","Magnoliopsida","NLC"
"Ludwigia ovalis","t0054332","Plantae","Magnoliopsida","NVU"
"Ludwigia perennis","t0054334","Plantae","Magnoliopsida","NVU"
"Luisia cordata","t0054336","Plantae","Magnoliopsida","NVU"
"Luisia lui","t0054337","Plantae","Magnoliopsida","DD"
"Luisia megasepala","t0054338","Plantae","Magnoliopsida","NLC"
"Luisia teres","t0054339","Plantae","Magnoliopsida","NLC"
"Lumnitzera racemosa","t0054340","Plantae","Magnoliopsida","NNT"
"Luzula effusa","t0054342","Plantae","Magnoliopsida","NLC"
"Luzula multiflora","t0054343","Plantae","Magnoliopsida","NNT"
"Luzula plumosa","t0054344","Plantae","Magnoliopsida","NLC"
"Luzula taiwaniana","t0054345","Plantae","Magnoliopsida","NLC"
"Lycopus lucidus","t0054348","Plantae","Magnoliopsida","NEN"
"Lysimachia simulans","t0054351","Plantae","Magnoliopsida","NLC"
"Lysimachia candida","t0054352","Plantae","Magnoliopsida","RE"
"Lysimachia capillipes","t0054353","Plantae","Magnoliopsida","NLC"
"Lysimachia chingshuiensis","t0054354","Plantae","Magnoliopsida","NCR"
"Lysimachia taiwaniana","t0054355","Plantae","Magnoliopsida","NLC"
"Lysimachia decurrens","t0054356","Plantae","Magnoliopsida","NLC"
"Lysimachia fortunei","t0054357","Plantae","Magnoliopsida","NLC"
"Lysimachia japonica","t0054358","Plantae","Magnoliopsida","NLC"
"Lysimachia mauritiana","t0054360","Plantae","Magnoliopsida","NLC"
"Lysimachia nigropunctata","t0054361","Plantae","Magnoliopsida","NLC"
"Lysimachia remota","t0054362","Plantae","Magnoliopsida","NLC"
"Maackia taiwanensis","t0054363","Plantae","Magnoliopsida","NVU"
"Machilus konishii","t0054365","Plantae","Magnoliopsida","NLC"
"Machilus japonica kusanoi","t0054366","Plantae","Magnoliopsida","NLC"
"Machilus zuihoensis mushaensis","t0054367","Plantae","Magnoliopsida","NLC"
"Machilus thunbergii","t0054368","Plantae","Magnoliopsida","NLC"
"Machilus zuihoensis","t0054369","Plantae","Magnoliopsida","NLC"
"Macrotyloma uniflorum","t0054372","Plantae","Magnoliopsida","DD"
"Mahonia morrisonensis","t0054377","Plantae","Magnoliopsida","DD"
"Mahonia oiwakensis","t0054378","Plantae","Magnoliopsida","NEN"
"Mahonia tikushiensis","t0054379","Plantae","Magnoliopsida","NEN"
"Maianthemum formosanum","t0054380","Plantae","Magnoliopsida","NLC"
"Maianthemum harae","t0054381","Plantae","Magnoliopsida","NLC"
"Malaxis monophyllos","t0054383","Plantae","Magnoliopsida","NLC"
"Mallotus tiliifolius","t0054384","Plantae","Magnoliopsida","NVU"
"Malus hupehensis","t0054388","Plantae","Magnoliopsida","NCR"
"Maoutia setosa","t0054399","Plantae","Magnoliopsida","NLC"
"Margaritaria indica","t0054401","Plantae","Magnoliopsida","NVU"
"Cyperus cyperinus","t0054403","Plantae","Magnoliopsida","NLC"
"Marsdenia formosana","t0054404","Plantae","Magnoliopsida","NLC"
"Marsdenia tinctoria","t0054405","Plantae","Magnoliopsida","NLC"
"Maytenus emarginata","t0054409","Plantae","Magnoliopsida","NNT"
"Mazus alpinus","t0054410","Plantae","Magnoliopsida","NLC"
"Mazus goodenifolius","t0054411","Plantae","Magnoliopsida","NLC"
"Mazus fauriei","t0054412","Plantae","Magnoliopsida","NLC"
"Mazus miquelii","t0054413","Plantae","Magnoliopsida","NLC"
"Mazus tainanensis","t0054414","Plantae","Magnoliopsida","DD"
"Medinilla formosana","t0054420","Plantae","Magnoliopsida","NVU"
"Melampyrum roseum","t0054424","Plantae","Magnoliopsida","NEN"
"Melanolepis multiglandulosa","t0054425","Plantae","Magnoliopsida","NLC"
"Melia azedarach","t0054428","Plantae","Magnoliopsida","NLC"
"Melica onoei","t0054429","Plantae","Magnoliopsida","NNT"
"Melicope triphylla","t0054430","Plantae","Magnoliopsida","NLC"
"Meliosma callicarpifolia","t0054432","Plantae","Magnoliopsida","NLC"
"Meliosma rhoifolia","t0054433","Plantae","Magnoliopsida","NLC"
"Meliosma rigida","t0054434","Plantae","Magnoliopsida","NLC"
"Meliosma squamulata","t0054435","Plantae","Magnoliopsida","NLC"
"Melochia corchorifolia","t0054438","Plantae","Magnoliopsida","NLC"
"Melodinus angustifolius","t0054439","Plantae","Magnoliopsida","DD"
"Memecylon lanceolatum","t0054441","Plantae","Magnoliopsida","NVU"
"Memecylon pendulum","t0054442","Plantae","Magnoliopsida","NEN"
"Mentha canadensis","t0054443","Plantae","Magnoliopsida","NLC"
"Mercurialis leiocarpa","t0054444","Plantae","Magnoliopsida","NLC"
"Decalobanthus similis","t0054446","Plantae","Magnoliopsida","NCR"
"Microglossa pyrifolia","t0054454","Plantae","Magnoliopsida","NLC"
"Microstegium ciliatum","t0054455","Plantae","Magnoliopsida","NLC"
"Microstegium dilatatum","t0054456","Plantae","Magnoliopsida","NLC"
"Microstegium eucnemis","t0054457","Plantae","Magnoliopsida","NLC"
"Microstegium fauriei","t0054459","Plantae","Magnoliopsida","NLC"
"Microstegium glaberrimum","t0054460","Plantae","Magnoliopsida","NLC"
"Microstegium nudum","t0054461","Plantae","Magnoliopsida","NLC"
"Microstegium vimineum","t0054463","Plantae","Magnoliopsida","NLC"
"Microtis unifolia","t0054464","Plantae","Magnoliopsida","NLC"
"Microtropis fokienensis","t0054465","Plantae","Magnoliopsida","NLC"
"Microtropis japonica","t0054466","Plantae","Magnoliopsida","NLC"
"Milium effusum","t0054469","Plantae","Magnoliopsida","NLC"
"Millettia pachycarpa","t0054470","Plantae","Magnoliopsida","NLC"
"Miscanthus floridulus","t0054476","Plantae","Magnoliopsida","NLC"
"Miscanthus sinensis","t0054477","Plantae","Magnoliopsida","NLC"
"Mitchella undulata","t0054478","Plantae","Magnoliopsida","NVU"
"Mitella formosana","t0054479","Plantae","Magnoliopsida","NLC"
"Mitrasacme indica","t0054481","Plantae","Magnoliopsida","DD"
"Mitrasacme pygmaea","t0054482","Plantae","Magnoliopsida","NLC"
"Moehringia trinervia","t0054484","Plantae","Magnoliopsida","NLC"
"Mollugo stricta","t0054485","Plantae","Magnoliopsida","NLC"
"Momordica cochinchinensis","t0054488","Plantae","Magnoliopsida","NLC"
"Monochoria vaginalis","t0054489","Plantae","Magnoliopsida","NLC"
"Monotropa hypopithys","t0054490","Plantae","Magnoliopsida","NVU"
"Monotropa uniflora","t0054491","Plantae","Magnoliopsida","DD"
"Cheilotheca humilis","t0054492","Plantae","Magnoliopsida","DD"
"Cheilotheca macrocarpa","t0054493","Plantae","Magnoliopsida","NLC"
"Morinda citrifolia","t0054496","Plantae","Magnoliopsida","NLC"
"Morinda parvifolia","t0054497","Plantae","Magnoliopsida","NLC"
"Morinda umbellata","t0054498","Plantae","Magnoliopsida","NLC"
"Mosla chinensis","t0054500","Plantae","Magnoliopsida","NLC"
"Mosla dianthera","t0054501","Plantae","Magnoliopsida","NLC"
"Mucuna macrocarpa","t0054502","Plantae","Magnoliopsida","NLC"
"Mucuna membranacea","t0054503","Plantae","Magnoliopsida","NVU"
"Muhlenbergia huegelii","t0054504","Plantae","Magnoliopsida","NLC"
"Murdannia edulis","t0054506","Plantae","Magnoliopsida","NLC"
"Murdannia keisak","t0054507","Plantae","Magnoliopsida","NLC"
"Murdannia loriformis","t0054508","Plantae","Magnoliopsida","NLC"
"Murraya crenulata","t0054509","Plantae","Magnoliopsida","NEN"
"Murraya euchrestifolia","t0054510","Plantae","Magnoliopsida","NLC"
"Musa insularimontana","t0054513","Plantae","Magnoliopsida","DD"
"Musa yamiensis","t0054516","Plantae","Magnoliopsida","EW"
"Mussaenda macrophylla","t0054517","Plantae","Magnoliopsida","NNT"
"Mussaenda parviflora","t0054518","Plantae","Magnoliopsida","NLC"
"Mussaenda taihokuensis","t0054519","Plantae","Magnoliopsida","NLC"
"Myriactis humilis","t0054521","Plantae","Magnoliopsida","NLC"
"Myrica adenophora","t0054522","Plantae","Magnoliopsida","NEN"
"Myrica rubra","t0054523","Plantae","Magnoliopsida","NLC"
"Myriophyllum dicoccum","t0054525","Plantae","Magnoliopsida","DD"
"Myriophyllum spicatum","t0054526","Plantae","Magnoliopsida","NLC"
"Myrsine africana","t0054528","Plantae","Magnoliopsida","NLC"
"Myrsine seguinii","t0054529","Plantae","Magnoliopsida","NLC"
"Najas ancistrocarpa","t0054530","Plantae","Magnoliopsida","RE"
"Najas browniana","t0054531","Plantae","Magnoliopsida","NVU"
"Najas gracillima","t0054532","Plantae","Magnoliopsida","NLC"
"Najas graminea","t0054533","Plantae","Magnoliopsida","NLC"
"Najas indica","t0054534","Plantae","Magnoliopsida","NLC"
"Najas marina","t0054535","Plantae","Magnoliopsida","NNT"
"Najas minor","t0054536","Plantae","Magnoliopsida","NLC"
"Nanocnide japonica","t0054538","Plantae","Magnoliopsida","NLC"
"Neolitsea aciculata","t0054545","Plantae","Magnoliopsida","NLC"
"Neolitsea acuminatissima","t0054546","Plantae","Magnoliopsida","NLC"
"Neolitsea buisanensis","t0054547","Plantae","Magnoliopsida","NLC"
"Neolitsea daibuensis","t0054548","Plantae","Magnoliopsida","NNT"
"Neolitsea hiiranensis","t0054549","Plantae","Magnoliopsida","NVU"
"Neolitsea konishii","t0054550","Plantae","Magnoliopsida","NLC"
"Neolitsea parvigemma","t0054551","Plantae","Magnoliopsida","NLC"
"Neolitsea sericea","t0054552","Plantae","Magnoliopsida","NEN"
"Neolitsea villosa","t0054553","Plantae","Magnoliopsida","NCR"
"Neottia acuminata","t0054555","Plantae","Magnoliopsida","DD"
"Neottia wardii","t0054556","Plantae","Magnoliopsida","NVU"
"Neottia hohuanshanensis","t0054557","Plantae","Magnoliopsida","NNT"
"Neottia japonica","t0054558","Plantae","Magnoliopsida","NLC"
"Neottia kuanshanensis","t0054559","Plantae","Magnoliopsida","NEN"
"Neottia meifongensis","t0054560","Plantae","Magnoliopsida","NEN"
"Neottia morrisonicola","t0054561","Plantae","Magnoliopsida","NLC"
"Neottia nankomontana","t0054562","Plantae","Magnoliopsida","NVU"
"Neottia piluchiensis","t0054563","Plantae","Magnoliopsida","NNT"
"Neottia pseudonipponica","t0054564","Plantae","Magnoliopsida","NCR"
"Neottia suzukii","t0054565","Plantae","Magnoliopsida","NLC"
"Neottia taizanensis","t0054566","Plantae","Magnoliopsida","NVU"
"Nephelaphyllum tenuiflorum","t0054567","Plantae","Magnoliopsida","NEN"
"Nertera nigricarpa","t0054572","Plantae","Magnoliopsida","NLC"
"Nervilia alishanensis","t0054573","Plantae","Magnoliopsida","NNT"
"Nervilia concolor","t0054574","Plantae","Magnoliopsida","NLC"
"Nervilia crociformis","t0054575","Plantae","Magnoliopsida","NNT"
"Nervilia lanyuensis","t0054576","Plantae","Magnoliopsida","NNT"
"Nervilia linearilabia","t0054577","Plantae","Magnoliopsida","DD"
"Nervilia taitoensis","t0054578","Plantae","Magnoliopsida","DD"
"Nervilia plicata","t0054579","Plantae","Magnoliopsida","NLC"
"Nervilia taiwaniana ratis","t0054580","Plantae","Magnoliopsida","DD"
"Neyraudia arundinacea","t0054584","Plantae","Magnoliopsida","NNT"
"Nothapodytes insularis","t0054590","Plantae","Magnoliopsida","NNT"
"Nuphar pumila","t0054592","Plantae","Magnoliopsida","NCR"
"Nymphaea stellata","t0054595","Plantae","Magnoliopsida","DD"
"Nymphaea tetragona","t0054596","Plantae","Magnoliopsida","DD"
"Nymphoides aurantiaca","t0054597","Plantae","Magnoliopsida","NCR"
"Nymphoides hydrophylla","t0054598","Plantae","Magnoliopsida","NCR"
"Nymphoides indica","t0054599","Plantae","Magnoliopsida","NEN"
"Nymphoides lungtanensis","t0054600","Plantae","Magnoliopsida","EW"
"Oberonia formosana","t0054601","Plantae","Magnoliopsida","NLC"
"Oberonia caulescens","t0054602","Plantae","Magnoliopsida","NLC"
"Oberonia costeriana","t0054603","Plantae","Magnoliopsida","NEN"
"Oberonia insularis","t0054604","Plantae","Magnoliopsida","NVU"
"Oberonia linguae","t0054606","Plantae","Magnoliopsida","DD"
"Oberonia rosea","t0054607","Plantae","Magnoliopsida","NEN"
"Oberonia segawae","t0054608","Plantae","Magnoliopsida","NEN"
"Oberonia seidenfadenii","t0054609","Plantae","Magnoliopsida","NEN"
"Odontochilus brevistylus","t0054613","Plantae","Magnoliopsida","NLC"
"Odontochilus elwesii","t0054614","Plantae","Magnoliopsida","NCR"
"Odontochilus lanceolatus","t0054615","Plantae","Magnoliopsida","NLC"
"Odontochilus nanlingensis","t0054616","Plantae","Magnoliopsida","NNT"
"Odontochilus poilanei","t0054617","Plantae","Magnoliopsida","NCR"
"Oenanthe pterocaulon","t0054618","Plantae","Magnoliopsida","NNT"
"Oenanthe thomsonii","t0054619","Plantae","Magnoliopsida","NLC"
"Olax imbricata","t0054620","Plantae","Magnoliopsida","NEN"
"Oldenlandia corymbosa","t0054621","Plantae","Magnoliopsida","NLC"
"Operculina turpethum","t0054623","Plantae","Magnoliopsida","NLC"
"Ophioglossum parvum","t0054624","Plantae","Polypodiopsida","DD"
"Ophioglossum reticulatum","t0054625","Plantae","Polypodiopsida","DD"
"Ophiopogon intermedius","t0054626","Plantae","Magnoliopsida","NLC"
"Ophiopogon reversus","t0054627","Plantae","Magnoliopsida","NLC"
"Ophiorrhiza hayatana","t0054628","Plantae","Magnoliopsida","NLC"
"Ophiorrhiza japonica","t0054629","Plantae","Magnoliopsida","NLC"
"Ophiorrhiza kuroiwae","t0054630","Plantae","Magnoliopsida","NLC"
"Ophiorrhiza pumila","t0054631","Plantae","Magnoliopsida","NLC"
"Oplismenus compositus","t0054632","Plantae","Magnoliopsida","NLC"
"Oreocnide pedunculata","t0054634","Plantae","Magnoliopsida","NLC"
"Oreocnide trinervis","t0054635","Plantae","Magnoliopsida","NLC"
"Oreorchis bilamellata","t0054636","Plantae","Magnoliopsida","NVU"
"Oreorchis fargesii","t0054637","Plantae","Magnoliopsida","NVU"
"Oreorchis micrantha","t0054638","Plantae","Magnoliopsida","NVU"
"Oreorchis patens","t0054639","Plantae","Magnoliopsida","NNT"
"Origanum vulgare","t0054640","Plantae","Magnoliopsida","NLC"
"Ormocarpum cochinchinensis","t0054641","Plantae","Magnoliopsida","NVU"
"Ormosia formosana","t0054642","Plantae","Magnoliopsida","NVU"
"Ormosia hengchuniana","t0054643","Plantae","Magnoliopsida","NNT"
"Orobanche coerulescens","t0054645","Plantae","Magnoliopsida","NEN"
"Oryza rufipogon","t0054655","Plantae","Magnoliopsida","RE"
"Osbeckia chinensis","t0054657","Plantae","Magnoliopsida","NLC"
"Osbeckia opipara","t0054658","Plantae","Magnoliopsida","NEN"
"Osmanthus enervius","t0054659","Plantae","Magnoliopsida","NLC"
"Osmanthus heterophyllus","t0054661","Plantae","Magnoliopsida","NLC"
"Osmanthus lanceolatus","t0054662","Plantae","Magnoliopsida","NLC"
"Osmanthus matsumuranus","t0054663","Plantae","Magnoliopsida","NLC"
"Osmoxylon pectinatum","t0054664","Plantae","Magnoliopsida","NNT"
"Osteomeles schwerinae","t0054665","Plantae","Magnoliopsida","NCR"
"Ottelia alismoides","t0054666","Plantae","Magnoliopsida","NNT"
"Ottochloa nodosa","t0054667","Plantae","Magnoliopsida","NLC"
"Oxalis corniculata","t0054668","Plantae","Magnoliopsida","NLC"
"Pachystoma pubescens","t0054673","Plantae","Magnoliopsida","NCR"
"Paederia cavaleriei","t0054674","Plantae","Magnoliopsida","NLC"
"Paederia foetida","t0054675","Plantae","Magnoliopsida","NLC"
"Palaquium formosanum","t0054676","Plantae","Magnoliopsida","NLC"
"Paliurus ramosissimus","t0054677","Plantae","Magnoliopsida","NEN"
"Panicum bisulcatum","t0054679","Plantae","Magnoliopsida","NLC"
"Panicum brevifolium","t0054680","Plantae","Magnoliopsida","NLC"
"Panicum curviflorum suishaense","t0054682","Plantae","Magnoliopsida","NCR"
"Panicum humile","t0054683","Plantae","Magnoliopsida","NLC"
"Panicum luzonense","t0054684","Plantae","Magnoliopsida","NEN"
"Panicum notatum","t0054687","Plantae","Magnoliopsida","NLC"
"Panicum paludosum","t0054688","Plantae","Magnoliopsida","NLC"
"Panicum repens","t0054689","Plantae","Magnoliopsida","NLC"
"Panicum sarmentosum","t0054690","Plantae","Magnoliopsida","NLC"
"Panicum sumatrense","t0054691","Plantae","Magnoliopsida","NLC"
"Papilionanthe taiwaniana","t0054694","Plantae","Magnoliopsida","DD"
"Paraphlomis tomentoso-capitata","t0054696","Plantae","Magnoliopsida","NLC"
"Parasenecio morrisonensis","t0054697","Plantae","Magnoliopsida","NVU"
"Parasenecio nokoensis","t0054698","Plantae","Magnoliopsida","NEN"
"Parnassia palustris","t0054701","Plantae","Magnoliopsida","NLC"
"Paspalum distichum","t0054709","Plantae","Magnoliopsida","NLC"
"Paspalum longifolium","t0054711","Plantae","Magnoliopsida","NLC"
"Paspalum orbiculare","t0054713","Plantae","Magnoliopsida","NLC"
"Paspalum thunbergii","t0054717","Plantae","Magnoliopsida","NLC"
"Paspalum vaginatum","t0054719","Plantae","Magnoliopsida","NLC"
"Patrinia scabiosifolia","t0054726","Plantae","Magnoliopsida","NLC"
"Paulownia fortunei","t0054727","Plantae","Magnoliopsida","NEN"
"Paulownia kawakamii","t0054728","Plantae","Magnoliopsida","NVU"
"Pavetta indica","t0054729","Plantae","Magnoliopsida","NCR"
"Peliosanthes macrostegia","t0054732","Plantae","Magnoliopsida","NLC"
"Pellionia scabra","t0054734","Plantae","Magnoliopsida","NLC"
"Pemphis acidula","t0054735","Plantae","Magnoliopsida","NLC"
"Peperomia leptostachya","t0054737","Plantae","Magnoliopsida","NLC"
"Peperomia japonica","t0054739","Plantae","Magnoliopsida","NLC"
"Peperomia nakaharae","t0054740","Plantae","Magnoliopsida","NLC"
"Peperomia rubrivenosa","t0054743","Plantae","Magnoliopsida","NLC"
"Peracarpa carnosa","t0054745","Plantae","Magnoliopsida","NLC"
"Peristylus formosanus","t0054746","Plantae","Magnoliopsida","NLC"
"Peristylus goodyeroides","t0054747","Plantae","Magnoliopsida","NLC"
"Peristylus gracilis","t0054748","Plantae","Magnoliopsida","NEN"
"Peristylus intrudens","t0054749","Plantae","Magnoliopsida","NEN"
"Perotis indica","t0054750","Plantae","Magnoliopsida","DD"
"Perotis rara","t0054751","Plantae","Magnoliopsida","DD"
"Perrottetia arisanensis","t0054752","Plantae","Magnoliopsida","NLC"
"Persicaria lapathifolia","t0054754","Plantae","Magnoliopsida","NLC"
"Petasites formosanus","t0054758","Plantae","Magnoliopsida","NLC"
"Petrosavia sakuraii","t0054759","Plantae","Magnoliopsida","DD"
"Peucedanum formosanum","t0054760","Plantae","Magnoliopsida","NLC"
"Peucedanum japonicum","t0054762","Plantae","Magnoliopsida","NLC"
"Phacellanthus tubiflorus","t0054763","Plantae","Magnoliopsida","NCR"
"Phaenosperma globosum","t0054764","Plantae","Magnoliopsida","NEN"
"Phaius mishmensis","t0054765","Plantae","Magnoliopsida","NLC"
"Phalaenopsis equestris","t0054766","Plantae","Magnoliopsida","NCR"
"Philydrum lanuginosum","t0054778","Plantae","Magnoliopsida","NNT"
"Phleum alpinum","t0054779","Plantae","Magnoliopsida","NLC"
"Phoebe formosana","t0054781","Plantae","Magnoliopsida","NLC"
"Pholidota cantonensis","t0054783","Plantae","Magnoliopsida","NLC"
"Photinia niitakayamensis","t0054786","Plantae","Magnoliopsida","NLC"
"Photinia serratifolia","t0054787","Plantae","Magnoliopsida","NLC"
"Phragmites australis","t0054788","Plantae","Magnoliopsida","NLC"
"Phreatia caulescens","t0054790","Plantae","Magnoliopsida","NCR"
"Phreatia formosana","t0054791","Plantae","Magnoliopsida","NLC"
"Phreatia morii","t0054792","Plantae","Magnoliopsida","NLC"
"Phreatia taiwaniana","t0054793","Plantae","Magnoliopsida","NNT"
"Phryma leptostachya","t0054794","Plantae","Magnoliopsida","NVU"
"Phtheirospermum japonicum","t0054795","Plantae","Magnoliopsida","NNT"
