"new_simple_name","kingdom","class","new_redlistTW"
"Smilax riparia","Plantae","Magnoliopsida","NLC"
"Smilax sieboldii","Plantae","Magnoliopsida","NLC"
"Smilax vaginata","Plantae","Magnoliopsida","NLC"
"Smithia ciliata","Plantae","Magnoliopsida","NLC"
"Smithia sensitiva","Plantae","Magnoliopsida","NLC"
"Solanum lyratum","Plantae","Magnoliopsida","NLC"
"Solanum nigrum","Plantae","Magnoliopsida","NLC"
"Solanum pittosporifolium","Plantae","Magnoliopsida","NLC"
"Solena amplexicaulis","Plantae","Magnoliopsida","NLC"
"Sonchus arvensis","Plantae","Magnoliopsida","NLC"
"Sonerila erecta","Plantae","Magnoliopsida","NEN"
"Sophora flavescens","Plantae","Magnoliopsida","NLC"
"Sorghum nitidum","Plantae","Magnoliopsida","NLC"
"Sparganium fallax","Plantae","Magnoliopsida","NVU"
"Spathoglottis plicata","Plantae","Magnoliopsida","NCR"
"Spergularia marina","Plantae","Magnoliopsida","NNT"
"Spermacoce pusilla","Plantae","Magnoliopsida","NLC"
"Spermacoce verticillata","Plantae","Magnoliopsida","NLC"
"Sphaeranthus africanus","Plantae","Magnoliopsida","NVU"
"Sphaerocaryum malaccense","Plantae","Magnoliopsida","NLC"
"Sphagneticola calendulacea","Plantae","Magnoliopsida","NLC"
"Sphenoclea zeylanica","Plantae","Magnoliopsida","NLC"
"Spinifex littoreus","Plantae","Magnoliopsida","NLC"
"Spiraea formosana","Plantae","Magnoliopsida","NLC"
"Spiraea hayatana","Plantae","Magnoliopsida","NLC"
"Spiraea morrisonicola","Plantae","Magnoliopsida","NLC"
"Spiraea tarokoensis","Plantae","Magnoliopsida","NVU"
"Spiranthes × hongkongensis","Plantae","Magnoliopsida","NNT"
"Spiranthes nivea","Plantae","Magnoliopsida","NNT"
"Spiranthes sinensis","Plantae","Magnoliopsida","NLC"
"Spirodela polyrhiza","Plantae","Magnoliopsida","NLC"
"Landoltia punctata","Plantae","Magnoliopsida","NLC"
"Spodiopogon tainanensis","Plantae","Magnoliopsida","NLC"
"Sporobolus hancei","Plantae","Magnoliopsida","NVU"
"Stachys oblongifolia","Plantae","Magnoliopsida","NLC"
"Stachyurus himalaicus","Plantae","Magnoliopsida","NLC"
"Stauntonia obovata","Plantae","Magnoliopsida","NLC"
"Stauntonia purpurea","Plantae","Magnoliopsida","NLC"
"Trichoglottis luchuensis","Plantae","Magnoliopsida","NLC"
"Stellaria arisanensis","Plantae","Magnoliopsida","NLC"
"Stellaria media","Plantae","Magnoliopsida","NLC"
"Stemona tuberosa","Plantae","Magnoliopsida","NLC"
"Stephania cephalantha","Plantae","Magnoliopsida","NLC"
"Stephania merrillii","Plantae","Magnoliopsida","NLC"
"Sterculia ceramica","Plantae","Magnoliopsida","NLC"
"Stereosandra javanica","Plantae","Magnoliopsida","NEN"
"Stictocardia tiliifolia","Plantae","Magnoliopsida","NLC"
"Stimpsonia chamaedryoides","Plantae","Magnoliopsida","NEN"
"Striga lutea","Plantae","Magnoliopsida","NEN"
"Striga masuria","Plantae","Magnoliopsida","NEN"
"Strobilanthes lanyuensis","Plantae","Magnoliopsida","NEN"
"Strobilanthes rankanensis","Plantae","Magnoliopsida","NLC"
"Strobilanthes wallichii","Plantae","Magnoliopsida","NLC"
"Stuckenia pectinata","Plantae","Magnoliopsida","NLC"
"Suzukia luchuensis","Plantae","Magnoliopsida","NVU"
"Suzukia shikikunensis","Plantae","Magnoliopsida","NLC"
"Swertia arisanensis","Plantae","Magnoliopsida","NVU"
"Swertia shintenensis","Plantae","Magnoliopsida","NNT"
"Swertia tozanensis","Plantae","Magnoliopsida","NVU"
"Sycopsis sinensis","Plantae","Magnoliopsida","NLC"
"Symplocos arisanensis","Plantae","Magnoliopsida","NLC"
"Symplocos caudata","Plantae","Magnoliopsida","NLC"
"Symplocos congesta","Plantae","Magnoliopsida","NLC"
"Symplocos decora","Plantae","Magnoliopsida","NVU"
"Symplocos eriostroma","Plantae","Magnoliopsida","NLC"
"Symplocos heishanensis","Plantae","Magnoliopsida","NLC"
"Symplocos konishii","Plantae","Magnoliopsida","NLC"
"Symplocos koshunensis","Plantae","Magnoliopsida","NEN"
"Symplocos migoi","Plantae","Magnoliopsida","NLC"
"Symplocos macrostroma","Plantae","Magnoliopsida","DD"
"Symplocos modesta","Plantae","Magnoliopsida","NLC"
"Symplocos morrisonicola","Plantae","Magnoliopsida","NLC"
"Symplocos nokoensis","Plantae","Magnoliopsida","NVU"
"Symplocos sasakii","Plantae","Magnoliopsida","NVU"
"Symplocos setchuensis","Plantae","Magnoliopsida","NLC"
"Symplocos shilanensis","Plantae","Magnoliopsida","NVU"
"Symplocos stellaris","Plantae","Magnoliopsida","NLC"
"Symplocos theophrastifolia","Plantae","Magnoliopsida","NLC"
"Symplocos trichoclada","Plantae","Magnoliopsida","NLC"
"Symplocos wikstroemiifolia","Plantae","Magnoliopsida","NLC"
"Syzygium acuminatissimum","Plantae","Magnoliopsida","NNT"
"Syzygium buxifolium","Plantae","Magnoliopsida","NLC"
"Syzygium euphlebium","Plantae","Magnoliopsida","DD"
"Syzygium formosanum","Plantae","Magnoliopsida","NLC"
"Syzygium paucivenium","Plantae","Magnoliopsida","NVU"
"Syzygium simile","Plantae","Magnoliopsida","NNT"
"Syzygium taiwanicum","Plantae","Magnoliopsida","NVU"
"Tabernaemontana subglobosa","Plantae","Magnoliopsida","NNT"
"Tacca leontopetaloides","Plantae","Magnoliopsida","NCR"
"Taeniophyllum complanatum","Plantae","Magnoliopsida","NNT"
"Taeniophyllum glandulosum","Plantae","Magnoliopsida","NNT"
"Taeniophyllum taiwanensis","Plantae","Magnoliopsida","DD"
"Tainia caterva","Plantae","Magnoliopsida","DD"
"Tainia dunnii","Plantae","Magnoliopsida","NLC"
"Tainia hualienia","Plantae","Magnoliopsida","DD"
"Tainia latifolia","Plantae","Magnoliopsida","NVU"
"Ania penangiana","Plantae","Magnoliopsida","NNT"
"Taiwania cryptomerioides","Plantae","Pinopsida","NEN"
"Taraxacum formosanum","Plantae","Magnoliopsida","NEN"
"Tarenna zeylanica","Plantae","Magnoliopsida","NLC"
"Taxillus pseudochinensis","Plantae","Magnoliopsida","NVU"
"Taxillus tsaii","Plantae","Magnoliopsida","NLC"
"Tectaria rockii","Plantae","Polypodiopsida","DD"
"Telosma pallida","Plantae","Magnoliopsida","NCR"
"Tephroseris kirilowii","Plantae","Magnoliopsida","RE"
"Tephroseris taitoensis","Plantae","Magnoliopsida","DD"
"Tephrosia obovata","Plantae","Magnoliopsida","NLC"
"Terminalia catappa","Plantae","Magnoliopsida","NLC"
"Tetragonia tetragonoides","Plantae","Magnoliopsida","NLC"
"Tetrastigma alatum","Plantae","Magnoliopsida","NLC"
"Tetrastigma formosanum","Plantae","Magnoliopsida","NLC"
"Teucrium bidentatum","Plantae","Magnoliopsida","NLC"
"Teucrium taiwanianum","Plantae","Magnoliopsida","NVU"
"Teucrium viscidum","Plantae","Magnoliopsida","NLC"
"Thalassia hemprichii","Plantae","Magnoliopsida","NLC"
"Thalictrum urbaini urbaini","Plantae","Magnoliopsida","NLC"
"Thalictrum myriophyllum","Plantae","Magnoliopsida","NVU"
"Thalictrum rubescens","Plantae","Magnoliopsida","NVU"
"Thalictrum sessile","Plantae","Magnoliopsida","NNT"
"Thalictrum urbaini","Plantae","Magnoliopsida","NLC"
"Thaumastochloa cochinchinensis","Plantae","Magnoliopsida","NLC"
"Thelasis pygmaea","Plantae","Magnoliopsida","NEN"
"Thesium chinense","Plantae","Magnoliopsida","NVU"
"Thismia huangii","Plantae","Magnoliopsida","NNT"
"Thismia taiwanensis","Plantae","Magnoliopsida","NCR"
"Thladiantha nudiflora","Plantae","Magnoliopsida","NLC"
"Thladiantha punctata","Plantae","Magnoliopsida","NLC"
"Thrixspermum annamense","Plantae","Magnoliopsida","NEN"
"Thrixspermum eximium","Plantae","Magnoliopsida","NEN"
"Thrixspermum fantasticum","Plantae","Magnoliopsida","NNT"
"Thrixspermum formosanum","Plantae","Magnoliopsida","NLC"
"Thrixspermum laurisilvaticum","Plantae","Magnoliopsida","NNT"
"Thrixspermum merguense","Plantae","Magnoliopsida","NEN"
"Thrixspermum pensile","Plantae","Magnoliopsida","NVU"
"Thrixspermum saruwatarii","Plantae","Magnoliopsida","NLC"
"Thrixspermum subulatum","Plantae","Magnoliopsida","NVU"
"Thuarea involuta","Plantae","Magnoliopsida","NLC"
"Thyrocarpus sampsonii","Plantae","Magnoliopsida","NLC"
"Thysanolaena latifolia","Plantae","Magnoliopsida","NLC"
"Thysanotus chinensis","Plantae","Magnoliopsida","NCR"
"Tiarella polyphylla","Plantae","Magnoliopsida","NVU"
"Timonius arboreus","Plantae","Magnoliopsida","NLC"
"Tipularia cunninghamii","Plantae","Magnoliopsida","NNT"
"Tipularia odorata","Plantae","Magnoliopsida","NNT"
"Titanotrichum oldhamii","Plantae","Magnoliopsida","NLC"
"Toddalia asiatica","Plantae","Magnoliopsida","NLC"
"Torilis scabra","Plantae","Magnoliopsida","NLC"
"Trachelospermum jasminoides","Plantae","Magnoliopsida","NLC"
"Trachelospermum lanyuense","Plantae","Magnoliopsida","NLC"
"Trachelospermum gracilipes","Plantae","Magnoliopsida","NLC"
"Trapa incisa","Plantae","Magnoliopsida","NVU"
"Trapa japonica","Plantae","Magnoliopsida","NCR"
"Trapa maximowiczii","Plantae","Magnoliopsida","DD"
"Tribulus taiwanense","Plantae","Magnoliopsida","NNT"
"Tribulus terrestris","Plantae","Magnoliopsida","NLC"
"Trichodesma calycosum","Plantae","Magnoliopsida","NLC"
"Trichoglottis rosea","Plantae","Magnoliopsida","NNT"
"Trichophorum subcapitatum","Plantae","Magnoliopsida","NLC"
"Trichosanthes homophylla","Plantae","Magnoliopsida","NLC"
"Trichosanthes rosthornii","Plantae","Magnoliopsida","NLC"
"Trichosanthes laceribracteata","Plantae","Magnoliopsida","NLC"
"Trichosanthes ovigera","Plantae","Magnoliopsida","NLC"
"Trichosanthes quinquangulata","Plantae","Magnoliopsida","NVU"
"Tricyrtis ravenii","Plantae","Magnoliopsida","NLC"
"Tricyrtis suzukii","Plantae","Magnoliopsida","NVU"
"Trigonotis formosana","Plantae","Magnoliopsida","NLC"
"Trigonotis nankotaizanensis","Plantae","Magnoliopsida","NNT"
"Trillium tschonoskii","Plantae","Magnoliopsida","NNT"
"Triplostegia glandulifera","Plantae","Magnoliopsida","NLC"
"Tripogon chinensis","Plantae","Magnoliopsida","NCR"
"Tripterospermum cordifolium","Plantae","Magnoliopsida","NVU"
"Tripterospermum hualienense","Plantae","Magnoliopsida","NVU"
"Tripterospermum microphyllum","Plantae","Magnoliopsida","NNT"
"Tripterospermum taiwanense","Plantae","Magnoliopsida","NLC"
"Tripterygium wilfordii","Plantae","Magnoliopsida","NNT"
"Trisetum bifidum","Plantae","Magnoliopsida","NVU"
"Tristellateia australasiae","Plantae","Magnoliopsida","NEN"
"Triumfetta rhomboidea","Plantae","Magnoliopsida","NLC"
"Triumfetta pilosa","Plantae","Magnoliopsida","NLC"
"Triumfetta semitriloba","Plantae","Magnoliopsida","NLC"
"Triumfetta tomentosa","Plantae","Magnoliopsida","NLC"
"Trochodendron aralioides","Plantae","Magnoliopsida","NLC"
"Trollius taihasenzanensis","Plantae","Magnoliopsida","NVU"
"Tropidia curculigoides","Plantae","Magnoliopsida","NLC"
"Tropidia namasiae","Plantae","Magnoliopsida","NCR"
"Tsuga chinensis formosana","Plantae","Pinopsida","NLC"
"Tuberolabium kotoense","Plantae","Magnoliopsida","NVU"
"Turpinia formosana","Plantae","Magnoliopsida","NLC"
"Turpinia ovalifolia","Plantae","Magnoliopsida","NNT"
"Turpinia ternata","Plantae","Magnoliopsida","NLC"
"Typha angustifolia","Plantae","Magnoliopsida","NLC"
"Typha orientalis","Plantae","Magnoliopsida","NLC"
"Typhonium blumei","Plantae","Magnoliopsida","NLC"
"Ulmus parvifolia","Plantae","Magnoliopsida","NNT"
"Ulmus uyematsui","Plantae","Magnoliopsida","NLC"
"Uncaria hirsuta","Plantae","Magnoliopsida","NLC"
"Uraria crinita","Plantae","Magnoliopsida","NLC"
"Uraria lagopodioides","Plantae","Magnoliopsida","NLC"
"Uraria neglecta","Plantae","Magnoliopsida","NEN"
"Uraria picta","Plantae","Magnoliopsida","DD"
"Urena lobata","Plantae","Magnoliopsida","NLC"
"Urena procumbens","Plantae","Magnoliopsida","NLC"
"Urochloa glumaris","Plantae","Magnoliopsida","NNT"
"Urtica taiwaniana","Plantae","Magnoliopsida","NLC"
"Urtica thunbergiana","Plantae","Magnoliopsida","NLC"
"Utricularia aurea","Plantae","Magnoliopsida","NEN"
"Utricularia australis","Plantae","Magnoliopsida","NCR"
"Utricularia bifida","Plantae","Magnoliopsida","NEN"
"Utricularia caerulea","Plantae","Magnoliopsida","NCR"
"Utricularia gibba","Plantae","Magnoliopsida","NVU"
"Utricularia heterosepala","Plantae","Magnoliopsida","NEN"
"Utricularia minor","Plantae","Magnoliopsida","DD"
"Utricularia striatula","Plantae","Magnoliopsida","NNT"
"Utricularia uliginosa","Plantae","Magnoliopsida","RE"
"Vaccinium bracteatum","Plantae","Magnoliopsida","NLC"
"Vaccinium emarginatum","Plantae","Magnoliopsida","NLC"
"Vaccinium merrillianum","Plantae","Magnoliopsida","NLC"
"Vaccinium randaiense","Plantae","Magnoliopsida","NLC"
"Valeriana fauriei","Plantae","Magnoliopsida","NLC"
"Valeriana flaccidissima","Plantae","Magnoliopsida","NLC"
"Valeriana kawakamii","Plantae","Magnoliopsida","NLC"
"Dianella ensifolia","Plantae","Magnoliopsida","NLC"
"Dichrocephala integrifolia","Plantae","Magnoliopsida","NLC"
"Didymoplexis pallens pallens","Plantae","Magnoliopsida","NLC"
"Crepidium ophrydis","Plantae","Magnoliopsida","NLC"
"Dimetia hedyotidea","Plantae","Magnoliopsida","NLC"
"Dioscorea esculenta","Plantae","Magnoliopsida","NLC"
"Dioscorea esculenta spinosa","Plantae","Magnoliopsida","NLC"
"Dioscorea japonica japonica","Plantae","Magnoliopsida","NLC"
"Diospyros blancoi","Plantae","Magnoliopsida","NNT"
"Diplazium donianum","Plantae","Polypodiopsida","NLC"
"Diplazium donianum donianum","Plantae","Polypodiopsida","NLC"
"Diplazium esculentum","Plantae","Polypodiopsida","NLC"
"Diplazium esculentum esculentum","Plantae","Polypodiopsida","NLC"
"Diplazium virescens conterminum","Plantae","Polypodiopsida","NLC"
"Diplazium virescens taiwanense","Plantae","Polypodiopsida","NLC"
"Diplocyclos palmatus","Plantae","Magnoliopsida","NLC"
"Tricalysia dubia","Plantae","Magnoliopsida","NLC"
"Disporopsis fuscopicta arisanensis","Plantae","Magnoliopsida","NLC"
"Disporum shimadai","Plantae","Magnoliopsida","NLC"
"Distimake quinatus","Plantae","Magnoliopsida","DD"
"Dodonaea viscosa","Plantae","Magnoliopsida","NLC"
"Dracaena angustifolia","Plantae","Magnoliopsida","NVU"
"Drosera burmannii","Plantae","Magnoliopsida","NVU"
"Dryopteris wallichiana","Plantae","Polypodiopsida","NLC"
"Dryopteris wallichiana pachyphylla","Plantae","Polypodiopsida","NLC"
"Dryopteris wallichiana wallichiana","Plantae","Polypodiopsida","NLC"
"Drypetes karapinensis","Plantae","Magnoliopsida","DD"
"Drypetes littoralis","Plantae","Magnoliopsida","NVU"
"Dysolobium pilosum","Plantae","Magnoliopsida","NNT"
"Dysoxylum arborescens","Plantae","Magnoliopsida","NVU"
"Dysoxylum parasiticum","Plantae","Magnoliopsida","NLC"
"Echinochloa colona","Plantae","Magnoliopsida","NLC"
"Elatostema cyrtandrifolium","Plantae","Magnoliopsida","NLC"
"Elatostema parvum","Plantae","Magnoliopsida","NLC"
"Elatostema trilobulatum","Plantae","Magnoliopsida","NLC"
"Eleocharis congesta japonica","Plantae","Magnoliopsida","NLC"
"Elsholtzia strobilifera","Plantae","Magnoliopsida","NLC"
"Embelia laeta papilligera","Plantae","Magnoliopsida","NLC"
"Epipactis ohwii","Plantae","Magnoliopsida","NLC"
"Erythrodes aggregata","Plantae","Magnoliopsida","DD"
"Euonymus pallidifolia","Plantae","Magnoliopsida","NEN"
"Eupatorium clematideum clematideum","Plantae","Magnoliopsida","NLC"
"Eupatorium shimadai","Plantae","Magnoliopsida","NLC"
"Eurycorymbus cavaleriei","Plantae","Magnoliopsida","NLC"
"Evolvulus alsinoides","Plantae","Magnoliopsida","NLC"
"Exallage chrysotricha","Plantae","Magnoliopsida","NVU"
"Fimbristylis aestivalis aestivalis","Plantae","Magnoliopsida","NLC"
"Fimbristylis aestivalis esquarrosa","Plantae","Magnoliopsida","NLC"
"Fimbristylis ferruginea","Plantae","Magnoliopsida","NLC"
"Fimbristylis ferruginea anpinensis","Plantae","Magnoliopsida","NLC"
"Fimbristylis ferruginea ferruginea","Plantae","Magnoliopsida","NLC"
"Fimbristylis littoralis littoralis","Plantae","Magnoliopsida","NLC"
"Fimbristylis tainanensis","Plantae","Magnoliopsida","NLC"
"Fimbristylis sericea","Plantae","Magnoliopsida","NLC"
"Fimbristylis tristachya subbispicata","Plantae","Magnoliopsida","NLC"
"Flemingia lineata","Plantae","Magnoliopsida","DD"
"Flemingia strobilifera","Plantae","Magnoliopsida","NLC"
"Galactia tenuiflora tenuiflora","Plantae","Magnoliopsida","NLC"
"Galactia tenuiflora villosa","Plantae","Magnoliopsida","NLC"
"Galium gracilens","Plantae","Magnoliopsida","NLC"
"Tubocapsicum anomalum","Plantae","Magnoliopsida","NLC"
"Uncaria lanosa appendiculata","Plantae","Magnoliopsida","NNT"
"Uncaria rhynchophylla","Plantae","Magnoliopsida","NVU"
"Urceola rosea","Plantae","Magnoliopsida","NLC"
"Brachiaria reptans","Plantae","Magnoliopsida","NLC"
"Vaccinium dunalianum caudatifolium","Plantae","Magnoliopsida","NLC"
"Vaccinium japonicum lasiostemon","Plantae","Magnoliopsida","NLC"
"Vaccinium wrightii formosanum","Plantae","Magnoliopsida","DD"
"Vernonia cinerea cinerea","Plantae","Magnoliopsida","NLC"
"Veronicastrum formosanum","Plantae","Magnoliopsida","NEN"
"Viburnum arboricolum","Plantae","Magnoliopsida","NLC"
"Viburnum foetidum rectangulatum","Plantae","Magnoliopsida","NLC"
"Vigna adenantha","Plantae","Magnoliopsida","NCR"
"Vigna angularis","Plantae","Magnoliopsida","DD"
"Vigna angularis nipponensis","Plantae","Magnoliopsida","DD"
"Viola inconspicua nagasakiensis","Plantae","Magnoliopsida","NLC"
"Vitex quinata","Plantae","Magnoliopsida","NLC"
"Vitis thunbergii thunbergii","Plantae","Magnoliopsida","NNT"
"Whytockia sasakii","Plantae","Magnoliopsida","NLC"
"Wikstroemia indica","Plantae","Magnoliopsida","NLC"
"Wollastonia dentata","Plantae","Magnoliopsida","NLC"
"Xenostegia tridentata","Plantae","Magnoliopsida","NLC"
"Yinshania rivulorum","Plantae","Magnoliopsida","NNT"
"Zanthoxylum ailanthoides ailanthoides","Plantae","Magnoliopsida","NLC"
"Zanthoxylum nitidum","Plantae","Magnoliopsida","NLC"
"Zeuxine strateumatica strateumatica","Plantae","Magnoliopsida","NLC"
"Gastrochilus japonicus","Plantae","Magnoliopsida","NLC"
"Gastrodia nipponica","Plantae","Magnoliopsida","NNT"
"Geniostoma rupestre","Plantae","Magnoliopsida","NVU"
"Gentiana davidii formosana","Plantae","Magnoliopsida","NLC"
"Geranium nepalense thunbergii","Plantae","Magnoliopsida","NLC"
"Gerbera anandria","Plantae","Magnoliopsida","NCR"
"Glehnia littoralis","Plantae","Magnoliopsida","NLC"
"Glinus oppositifolius","Plantae","Magnoliopsida","NLC"
"Glochidion philippicum","Plantae","Magnoliopsida","NLC"
"Glochidion puberum","Plantae","Magnoliopsida","NVU"
"Glochidion zeylanicum lanceolatum","Plantae","Magnoliopsida","NLC"
"Glochidion zeylanicum tomentosum","Plantae","Magnoliopsida","NLC"
"Glycosmis parviflora parviflora","Plantae","Magnoliopsida","NNT"
"Gnaphalium luteoalbum affine","Plantae","Magnoliopsida","NLC"
"Gonostegia hirta","Plantae","Magnoliopsida","NLC"
"Goodyera seikoomontana","Plantae","Magnoliopsida","NLC"
"Habenaria iyoensis","Plantae","Magnoliopsida","NNT"
"Halodule uninervis","Plantae","Magnoliopsida","NLC"
"Hayata tabiyahanensis","Plantae","Magnoliopsida","NNT"
"Hedera rhombea formosana","Plantae","Magnoliopsida","NLC"
"Helicia rengetiensis","Plantae","Magnoliopsida","NLC"
"Helicteres augustifolia","Plantae","Magnoliopsida","NLC"
"Hellenia speciosa","Plantae","Magnoliopsida","NLC"
"Helonias umbellata","Plantae","Magnoliopsida","NLC"
"Hemigraphis cumingiana","Plantae","Magnoliopsida","NVU"
"Hernandia nymphiifolia","Plantae","Magnoliopsida","NVU"
"Heteropolygonatum altelobatum","Plantae","Magnoliopsida","NLC"
"Hewittia malabarica","Plantae","Magnoliopsida","NLC"
"Holcoglossum pumilum","Plantae","Magnoliopsida","NLC"
"Homalium cochinchinensis","Plantae","Magnoliopsida","NNT"
"Huperzia javanica","Plantae","Lycopodiopsida","DD"
"Hybanthus enneaspermus","Plantae","Magnoliopsida","NNT"
"Schizophragma fauriei","Plantae","Magnoliopsida","NLC"
"Pileostegia viburnoides","Plantae","Magnoliopsida","NLC"
"Hydrolea zeylanica","Plantae","Magnoliopsida","NEN"
"Hylodesmum laterale","Plantae","Magnoliopsida","NLC"
"Hylodesmum podocarpum oxyphyllum","Plantae","Magnoliopsida","NLC"
"Hylotelephium subcapitatum","Plantae","Magnoliopsida","NLC"
"Hypericum geminiflorum geminiflorum","Plantae","Magnoliopsida","NLC"
"Hypericum geminiflorum simplicistylum","Plantae","Magnoliopsida","NLC"
"Hypodematium shingii","Plantae","Polypodiopsida","NLC"
"Hypoestes purpurea","Plantae","Magnoliopsida","NLC"
"Ichnanthus pallens major","Plantae","Magnoliopsida","NLC"
"Ilex sugerokii brevipedunculata","Plantae","Magnoliopsida","NLC"
"Ilex yunnanensis parvifolia","Plantae","Magnoliopsida","NLC"
"Indigofera linifolia","Plantae","Magnoliopsida","NLC"
"Indocypraea montana","Plantae","Magnoliopsida","DD"
"Ipomoea pes-tigridis","Plantae","Magnoliopsida","NLC"
"Iris domestica","Plantae","Magnoliopsida","NLC"
"Isodon amethystoides","Plantae","Magnoliopsida","NLC"
"Isodon macrocalyx","Plantae","Magnoliopsida","NLC"
"Isodon serra","Plantae","Magnoliopsida","NLC"
"Itea oldhamii","Plantae","Magnoliopsida","NLC"
"Ixeris chinensis","Plantae","Magnoliopsida","NLC"
"Jacquemontia paniculata","Plantae","Magnoliopsida","NLC"
"Jasminanthes mucronata","Plantae","Magnoliopsida","NVU"
"Jasminum lanceolarium","Plantae","Magnoliopsida","NLC"
"Juniperus tsukusiensis taiwanensis","Plantae","Pinopsida","NVU"
