"new_simple_name","kingdom","class","new_iucn"
"Solanum nigrum","Plantae","Magnoliopsida","LC"
"Solanum pseudocapsicum","Plantae","Magnoliopsida","LR/cd"
"Solanum viarum","Plantae","Magnoliopsida","LC"
"Sophora flavescens","Plantae","Magnoliopsida","LC"
"Sparganium fallax","Plantae","Magnoliopsida","LC"
"Spartina alterniflora","Plantae","Magnoliopsida","LC"
"Spathodea campanulata","Plantae","Magnoliopsida","LC"
"Spergularia marina","Plantae","Magnoliopsida","LC"
"Spermacoce remota","Plantae","Magnoliopsida","LC"
"Sphaeranthus africanus","Plantae","Magnoliopsida","LC"
"Sphagneticola calendulacea","Plantae","Magnoliopsida","LC"
"Sphenoclea zeylanica","Plantae","Magnoliopsida","LC"
"Spiranthes sinensis","Plantae","Magnoliopsida","LC"
"Spirodela polyrhiza","Plantae","Magnoliopsida","LC"
"Landoltia punctata","Plantae","Magnoliopsida","LC"
"Sporobolus virginicus","Plantae","Magnoliopsida","LC"
"Stachytarpheta jamaicensis","Plantae","Magnoliopsida","LC"
"Stachyurus himalaicus","Plantae","Magnoliopsida","LC"
"Stenotaphrum secundatum","Plantae","Magnoliopsida","LC"
"Sterculia ceramica","Plantae","Magnoliopsida","LC"
"Stictocardia tiliifolia","Plantae","Magnoliopsida","LC"
"Stuckenia pectinata","Plantae","Magnoliopsida","LC"
"Swietenia macrophylla","Plantae","Magnoliopsida","EN"
"Swietenia mahagoni","Plantae","Magnoliopsida","NT"
"Sycopsis sinensis","Plantae","Magnoliopsida","LC"
"Symplocos heishanensis","Plantae","Magnoliopsida","LC"
"Symplocos shilanensis","Plantae","Magnoliopsida","EN"
"Symplocos trichoclada","Plantae","Magnoliopsida","VU"
"Symplocos wikstroemiifolia","Plantae","Magnoliopsida","LC"
"Synsepalum dulcificum","Plantae","Magnoliopsida","LC"
"Syzygium acuminatissimum","Plantae","Magnoliopsida","LC"
"Syzygium buxifolium","Plantae","Magnoliopsida","LC"
"Syzygium cumini","Plantae","Magnoliopsida","LC"
"Syzygium euphlebium","Plantae","Magnoliopsida","EN"
"Syzygium formosanum","Plantae","Magnoliopsida","EN"
"Syzygium jambos","Plantae","Magnoliopsida","LC"
"Syzygium malaccense","Plantae","Magnoliopsida","LC"
"Syzygium samarangense","Plantae","Magnoliopsida","LC"
"Syzygium taiwanicum","Plantae","Magnoliopsida","LC"
"Tabernaemontana elegans","Plantae","Magnoliopsida","LC"
"Tabernaemontana pandacaqui","Plantae","Magnoliopsida","LC"
"Tacca leontopetaloides","Plantae","Magnoliopsida","LC"
"Taiwania cryptomerioides","Plantae","Pinopsida","VU"
"Tamarindus indica","Plantae","Magnoliopsida","LC"
"Tamarix chinensis","Plantae","Magnoliopsida","LC"
"Taxodium distichum","Plantae","Pinopsida","LC"
"Tectona grandis","Plantae","Magnoliopsida","EN"
"Tephrosia candida","Plantae","Magnoliopsida","LC"
"Tephrosia noctiflora","Plantae","Magnoliopsida","LC"
"Tephrosia vogelii","Plantae","Magnoliopsida","LC"
"Terminalia catappa","Plantae","Magnoliopsida","LC"
"Terminalia mantaly","Plantae","Magnoliopsida","LC"
"Thalassia hemprichii","Plantae","Magnoliopsida","LC"
"Thalia geniculata","Plantae","Magnoliopsida","LC"
"Thuja orientalis","Plantae","Pinopsida","NT"
"Timonius arboreus","Plantae","Magnoliopsida","LC"
"Trapa incisa","Plantae","Magnoliopsida","LC"
"Triadica sebifera","Plantae","Magnoliopsida","LC"
"Tribulus terrestris","Plantae","Magnoliopsida","LC"
"Trichophorum subcapitatum","Plantae","Magnoliopsida","LC"
"Trifolium pratense","Plantae","Magnoliopsida","LC"
"Trillium tschonoskii","Plantae","Magnoliopsida","EN"
"Tripsacum dactyloides","Plantae","Magnoliopsida","DD"
"Tripsacum laxum","Plantae","Magnoliopsida","LC"
"Tripterygium wilfordii","Plantae","Magnoliopsida","LC"
"Trisetum bifidum","Plantae","Magnoliopsida","LC"
"Triumfetta semitriloba","Plantae","Magnoliopsida","LC"
"Turpinia ovalifolia","Plantae","Magnoliopsida","LC"
"Turpinia ternata","Plantae","Magnoliopsida","LC"
"Typha angustifolia","Plantae","Magnoliopsida","LC"
"Typha orientalis","Plantae","Magnoliopsida","LC"
"Ulmus parvifolia","Plantae","Magnoliopsida","LC"
"Uraria picta","Plantae","Magnoliopsida","LC"
"Urena lobata","Plantae","Magnoliopsida","LC"
"Utricularia aurea","Plantae","Magnoliopsida","LC"
"Utricularia australis","Plantae","Magnoliopsida","LC"
"Utricularia bifida","Plantae","Magnoliopsida","LC"
"Utricularia gibba","Plantae","Magnoliopsida","LC"
"Utricularia graminifolia","Plantae","Magnoliopsida","LC"
"Utricularia heterosepala","Plantae","Magnoliopsida","LC"
"Utricularia minor","Plantae","Magnoliopsida","LC"
"Utricularia smithiana","Plantae","Magnoliopsida","LC"
"Utricularia striatula","Plantae","Magnoliopsida","LC"
"Utricularia tricolor","Plantae","Magnoliopsida","LC"
"Utricularia uliginosa","Plantae","Magnoliopsida","LC"
"Vaccinium bracteatum","Plantae","Magnoliopsida","LC"
"Vallisneria americana","Plantae","Magnoliopsida","LC"
"Dimetia hedyotidea","Plantae","Magnoliopsida","LC"
"Diplazium esculentum","Plantae","Polypodiopsida","LC"
"Tricalysia dubia","Plantae","Magnoliopsida","LC"
"Dodonaea viscosa","Plantae","Magnoliopsida","LC"
"Drypetes karapinensis","Plantae","Magnoliopsida","LC"
"Drypetes littoralis","Plantae","Magnoliopsida","CR"
"Dysoxylum arborescens","Plantae","Magnoliopsida","LC"
"Dysoxylum parasiticum","Plantae","Magnoliopsida","LC"
"Echinochloa colona","Plantae","Magnoliopsida","LC"
"Eleocharis congesta japonica","Plantae","Magnoliopsida","LC"
"Eleocharis dulcis tuberosa","Plantae","Magnoliopsida","LC"
"Enkianthus quinqueflorus","Plantae","Magnoliopsida","LC"
"Euonymus pallidifolia","Plantae","Magnoliopsida","CR"
"Eurycorymbus cavaleriei","Plantae","Magnoliopsida","LR/nt"
"Falcataria falcata","Plantae","Magnoliopsida","LC"
"Fimbristylis ferruginea","Plantae","Magnoliopsida","LC"
"Fimbristylis ferruginea ferruginea","Plantae","Magnoliopsida","LC"
"Tubocapsicum anomalum","Plantae","Magnoliopsida","LC"
"Ulota crispa","Plantae","Bryopsida","LC"
"Brachiaria reptans","Plantae","Magnoliopsida","LC"
"Vicia sativa nigra","Plantae","Magnoliopsida","LC"
"Vigna adenantha","Plantae","Magnoliopsida","LC"
"Vigna angularis","Plantae","Magnoliopsida","LC"
"Vitex quinata","Plantae","Magnoliopsida","LC"
"Washingtonia filifera","Plantae","Magnoliopsida","LC"
"Zanthoxylum nitidum","Plantae","Magnoliopsida","LC"
"Geniostoma rupestre","Plantae","Magnoliopsida","LC"
"Glinus oppositifolius","Plantae","Magnoliopsida","LC"
"Glochidion philippicum","Plantae","Magnoliopsida","LC"
"Glochidion zeylanicum tomentosum","Plantae","Magnoliopsida","LC"
"Halodule uninervis","Plantae","Magnoliopsida","LC"
"Helicia rengetiensis","Plantae","Magnoliopsida","LC"
"Hellenia speciosa","Plantae","Magnoliopsida","LC"
"Hernandia nymphiifolia","Plantae","Magnoliopsida","LC"
"Homalium cochinchinensis","Plantae","Magnoliopsida","LC"
"Hydrolea zeylanica","Plantae","Magnoliopsida","LC"
"Indigofera linifolia","Plantae","Magnoliopsida","LC"
"Ipomoea batatas","Plantae","Magnoliopsida","DD"
"Ipomoea trifida","Plantae","Magnoliopsida","LC"
"Itea oldhamii","Plantae","Magnoliopsida","LC"
"Keteleeria davidiana formosana","Plantae","Pinopsida","EN"
"Laggera alata","Plantae","Magnoliopsida","LC"
"Lasianthus chinensis","Plantae","Magnoliopsida","LC"
"Lespedeza cuneata","Plantae","Magnoliopsida","LC"
"Salix kusanoi","Plantae","Magnoliopsida","EN"
"Schistidium apocarpum","Plantae","Bryopsida","VU"
"Schoenoplectiella mucronata robusta","Plantae","Magnoliopsida","LC"
"Scleromitrion brachypodum","Plantae","Magnoliopsida","LC"
"Scleromitrion diffusum","Plantae","Magnoliopsida","LC"
"Selenicereus undatus","Plantae","Magnoliopsida","DD"
"Senna alata","Plantae","Magnoliopsida","LC"
"Senna bicapsularis","Plantae","Magnoliopsida","LC"
"Senna occidentalis","Plantae","Magnoliopsida","LC"
"Setaria parviflora","Plantae","Magnoliopsida","LC"
"Sinoadina racemosa","Plantae","Magnoliopsida","LC"
"Sinopanax formosana","Plantae","Magnoliopsida","VU"
"Cornus macrophylla","Plantae","Magnoliopsida","LC"
"Symplocos glauca","Plantae","Magnoliopsida","LC"
"Taxodium distichum mexicanum","Plantae","Pinopsida","LC"
"Taxus sumatrana","Plantae","Pinopsida","EN"
"Tephrosia purpurea","Plantae","Magnoliopsida","EN"
"Ternstroemia gymnanthera","Plantae","Magnoliopsida","LC"
"Tetradium ruticarpum","Plantae","Magnoliopsida","LC"
"Tillandsia usneoides","Plantae","Magnoliopsida","LC"
"Toona sinensis","Plantae","Magnoliopsida","LC"
"Torenia anagallis","Plantae","Magnoliopsida","LC"
"Trema cannabina","Plantae","Magnoliopsida","LC"
"Trema tomentosa","Plantae","Magnoliopsida","LC"
"Triadica cochinchinensis","Plantae","Magnoliopsida","LC"
"Lithocarpus corneus","Plantae","Magnoliopsida","LC"
"Lithocarpus synbalanos","Plantae","Magnoliopsida","LC"
"Litsea elongata mushaensis","Plantae","Magnoliopsida","LC"
"Litsea rotundifolia oblongifolia","Plantae","Magnoliopsida","LC"
"Macaranga sinensis","Plantae","Magnoliopsida","NT"
"Macaranga tanarius","Plantae","Magnoliopsida","LC"
"Macroptilium bracteatum","Plantae","Magnoliopsida","LC"
"Magnolia compressa lanyuensis","Plantae","Magnoliopsida","DD"
"Magnolia kachirachirai","Plantae","Magnoliopsida","EN"
"Mallotus philippensis","Plantae","Magnoliopsida","LC"
"Mallotus repandus","Plantae","Magnoliopsida","LC"
"Malus doumeri","Plantae","Magnoliopsida","DD"
"Malus prunifolia","Plantae","Magnoliopsida","DD"
"Mariscus sumatrensis","Plantae","Magnoliopsida","LC"
"Maytenus diversifolia","Plantae","Magnoliopsida","LC"
"Melicope pteleifolia","Plantae","Magnoliopsida","LC"
"Melicope semecarpifolia","Plantae","Magnoliopsida","LC"
"Microcarpaea minima","Plantae","Magnoliopsida","LC"
"Microstegium tenue","Plantae","Magnoliopsida","DD"
"Pongamia pinnata","Plantae","Magnoliopsida","LC"
"Murdannia spirata","Plantae","Magnoliopsida","LC"
"Myrsine stolonifera","Plantae","Magnoliopsida","LC"
"Neolitsea aciculata variabillima","Plantae","Magnoliopsida","LC"
"Neonauclea reticulata","Plantae","Magnoliopsida","LC"
"Neonotonia wightii","Plantae","Magnoliopsida","LC"
"Nitella gracilis","Plantae","Charophyceae","LC"
"Ochna thomasiana","Plantae","Magnoliopsida","LC"
"Oenanthe javanica","Plantae","Magnoliopsida","LC"
"Opuntia ficus-indica","Plantae","Magnoliopsida","DD"
"Oryza grandiglumis","Plantae","Magnoliopsida","LC"
"Osmanthus marginatus","Plantae","Magnoliopsida","LC"
"Pandanus odorifer","Plantae","Magnoliopsida","LC"
"Peltophorum pterocarpum","Plantae","Magnoliopsida","LC"
"Pentapanax castanopsisicola","Plantae","Magnoliopsida","VU"
"Perilla frutescens","Plantae","Magnoliopsida","LC"
"Carissa macrocarpa","Plantae","Magnoliopsida","LC"
"Castanopsis formosana","Plantae","Magnoliopsida","LC"
"Castanopsis uraiana","Plantae","Magnoliopsida","LC"
"Pennisetum clandestinum","Plantae","Magnoliopsida","LC"
"Pennisetum purpureum","Plantae","Magnoliopsida","LC"
"Centella asiatica","Plantae","Magnoliopsida","LC"
"Centipeda minima","Plantae","Magnoliopsida","LC"
"Centranthera cochinchinensis","Plantae","Magnoliopsida","LC"
"Cephalanthus tetrandrus","Plantae","Magnoliopsida","LC"
"Ceriops tagal","Plantae","Magnoliopsida","LC"
"Champereia manillana","Plantae","Magnoliopsida","LC"
"Chara brachypus","Plantae","Charophyceae","DD"
"Chara zeylanica","Plantae","Charophyceae","LC"
"Cinnamomum tenuifolium nervosum","Plantae","Magnoliopsida","LC"
"Cirriphyllum cirrosum","Plantae","Bryopsida","LC"
"Conocarpus erectus","Plantae","Magnoliopsida","LC"
"Cordyline fruticosa","Plantae","Magnoliopsida","LC"
"Coscinodon cribosus","Plantae","Bryopsida","DD"
"Cyanotis axillaris","Plantae","Magnoliopsida","LC"
"Apium leptophyllum","Plantae","Magnoliopsida","LC"
"Cyperus imbricatus elongatus","Plantae","Magnoliopsida","LC"
"Cyperus mindorensis","Plantae","Magnoliopsida","LC"
"Dendrobium nobile formosanum","Plantae","Magnoliopsida","LC"
"Dendrolobium triangulare","Plantae","Magnoliopsida","LC"
"Dentella repens","Plantae","Magnoliopsida","LC"
"Derris elliptica","Plantae","Magnoliopsida","LC"
"Persicaria dichotoma","Plantae","Magnoliopsida","LC"
"Phaseolus lunatus","Plantae","Magnoliopsida","LC"
"Phoenix hanceana","Plantae","Magnoliopsida","LC"
"Photinia serratifolia lasiopetala","Plantae","Magnoliopsida","VU"
"Pinus armandii mastersiana","Plantae","Pinopsida","EN"
"Planchonella duclitan","Plantae","Magnoliopsida","LC"
"Pluchea carolinensis","Plantae","Magnoliopsida","LC"
"Podocarpus macrophyllus macrophyllus","Plantae","Pinopsida","LC"
"Polyscias guilfoylei","Plantae","Magnoliopsida","LC"
"Polyspora axillaris","Plantae","Magnoliopsida","LC"
"Photinia beauverdiana","Plantae","Magnoliopsida","LC"
"Prunus grisea","Plantae","Magnoliopsida","LC"
"Prunus mume","Plantae","Magnoliopsida","DD"
"Pteridium aquilinum japonicum","Plantae","Polypodiopsida","LC"
"Pycreus flavidus","Plantae","Magnoliopsida","LC"
"Pyracantha koidzumii","Plantae","Magnoliopsida","EN"
"Pyrenaria buisanensis","Plantae","Magnoliopsida","CR"
"Quercus repandifolia","Plantae","Magnoliopsida","LC"
"Randia cochinchinensis","Plantae","Magnoliopsida","LC"
"Randia sinensis","Plantae","Magnoliopsida","LC"
"Rorippa austriaca","Plantae","Magnoliopsida","LC"
"Rotala rosea","Plantae","Magnoliopsida","LC"
"Abelmoschus lanyunatus","Plantae","Magnoliopsida","LC"
"Abies firma","Plantae","Pinopsida","LC"
"Acacia albida","Plantae","Magnoliopsida","LC"
"Acacia auriculiformis","Plantae","Magnoliopsida","LC"
"Acacia binervata","Plantae","Magnoliopsida","LC"
"Acacia catechu","Plantae","Magnoliopsida","LC"
"Acacia cornigera","Plantae","Magnoliopsida","LC"
"Acacia falcata","Plantae","Magnoliopsida","LC"
"Acacia floribunda","Plantae","Magnoliopsida","LC"
"Acacia implexa","Plantae","Magnoliopsida","LC"
"Acacia lenticularis","Plantae","Magnoliopsida","DD"
"Acacia mangium","Plantae","Magnoliopsida","LC"
"Acacia nilotica","Plantae","Magnoliopsida","LC"
"Acacia pycnantha","Plantae","Magnoliopsida","LC"
"Acacia senegal","Plantae","Magnoliopsida","LC"
"Acacia visco","Plantae","Magnoliopsida","LR/lc"
"Acanthocereus tetragonus","Plantae","Magnoliopsida","LC"
"Acanthus ilicifolius","Plantae","Magnoliopsida","LC"
"Acer palmatum","Plantae","Magnoliopsida","LC"
"Acoelorraphe wrightii","Plantae","Magnoliopsida","LC"
"Adenanthera microsperma","Plantae","Magnoliopsida","LC"
"Adenanthera pavonina","Plantae","Magnoliopsida","LC"
"Adenium obesum","Plantae","Magnoliopsida","LC"
"Aegle marmelos","Plantae","Magnoliopsida","NT"
"Aesculus hippocastanum","Plantae","Magnoliopsida","VU"
"Agathis dammara","Plantae","Pinopsida","VU"
"Agathis robusta","Plantae","Pinopsida","LC"
"Agave angustifolia","Plantae","Magnoliopsida","LC"
"Agave attenuata","Plantae","Magnoliopsida","LC"
"Agave decipiens","Plantae","Magnoliopsida","VU"
"Agave echinoides","Plantae","Magnoliopsida","LC"
"Agave ferdinandi-regis","Plantae","Magnoliopsida","CR"
"Agave schidigera","Plantae","Magnoliopsida","LC"
"Agave victoriae-reginae","Plantae","Magnoliopsida","LC"
"Aglaia formosana","Plantae","Magnoliopsida","LC"
"Aglaonema simplex","Plantae","Magnoliopsida","LC"
"Ailanthus altissima","Plantae","Magnoliopsida","LC"
"Aiphanes horrida","Plantae","Magnoliopsida","LC"
"Albizia acle","Plantae","Magnoliopsida","NT"
"Albizia amara","Plantae","Magnoliopsida","LC"
"Albizia chinensis","Plantae","Magnoliopsida","LC"
"Albizia harveyi","Plantae","Magnoliopsida","LC"
"Albizia lucida","Plantae","Magnoliopsida","LC"
"Allium porrum","Plantae","Magnoliopsida","LC"
"Alocasia sanderiana","Plantae","Magnoliopsida","CR"
"Alstonia scholaris","Plantae","Magnoliopsida","LC"
"Amborella trichopoda","Plantae","Magnoliopsida","LC"
"Annona cherimola","Plantae","Magnoliopsida","LC"
"Antidesma japonicum","Plantae","Magnoliopsida","LC"
"Aquilaria malaccensis","Plantae","Magnoliopsida","CR"
"Araucaria angustifolia","Plantae","Pinopsida","CR"
"Araucaria araucana","Plantae","Pinopsida","EN"
"Araucaria hunsteinii","Plantae","Pinopsida","NT"
"Archontophoenix alexandrae","Plantae","Magnoliopsida","LC"
"Archontophoenix cunninghamiana","Plantae","Magnoliopsida","LC"
"Areca triandra","Plantae","Magnoliopsida","LC"
"Arenga pinnata","Plantae","Magnoliopsida","LC"
"Armoracia rusticana","Plantae","Magnoliopsida","LC"
"Arnica montana","Plantae","Magnoliopsida","LC"
"Artocarpus integer","Plantae","Magnoliopsida","LC"
"Astrophytum asterias","Plantae","Magnoliopsida","VU"
"Astrophytum capricorne","Plantae","Magnoliopsida","LC"
"Astrophytum ornatum","Plantae","Magnoliopsida","VU"
"Styrax formosanus","Plantae","Magnoliopsida","LC"
"Styrax japonicus","Plantae","Magnoliopsida","LC"
"Cornus controversa","Plantae","Magnoliopsida","LC"
"Syagrus romanzoffiana","Plantae","Magnoliopsida","LC"
"Dracontium foetidum","Plantae","Magnoliopsida","LC"
"Symplocos acuminata","Plantae","Magnoliopsida","LC"
"Symplocos chinensis","Plantae","Magnoliopsida","LC"
"Symplocos cochinchinensis","Plantae","Magnoliopsida","LC"
"Syncarpia glomulifera","Plantae","Magnoliopsida","LC"
"Syringa vulgaris","Plantae","Magnoliopsida","LC"
"Syringodium isoetifolium","Plantae","Magnoliopsida","LC"
"Syzygium elliptifolium","Plantae","Magnoliopsida","CR"
"Handroanthus chrysanthus","Plantae","Magnoliopsida","VU"
"Tabebuia impetiginosa","Plantae","Magnoliopsida","NT"
"Tabebuia pentaphylla","Plantae","Magnoliopsida","LC"
"Tamarix aphylla","Plantae","Magnoliopsida","LC"
"Tecoma stans","Plantae","Magnoliopsida","LC"
"Tectona philippinensis","Plantae","Magnoliopsida","EN"
"Terminalia calamansanai","Plantae","Magnoliopsida","LC"
"Terminalia chebula","Plantae","Magnoliopsida","LC"
"Tetrapanax papyriferus","Plantae","Magnoliopsida","LC"
"Thelocactus bicolor","Plantae","Magnoliopsida","LC"
"Thelocactus hexaedrophorus","Plantae","Magnoliopsida","LC"
"Thespesia populnea","Plantae","Magnoliopsida","LC"
"Thuja occidentalis","Plantae","Pinopsida","LC"
"Thuja plicata","Plantae","Pinopsida","LC"
"Thujopsis dolabrata","Plantae","Pinopsida","LC"
"Tillandsia cyanea","Plantae","Magnoliopsida","NT"
"Toxicodendron radicans","Plantae","Magnoliopsida","LC"
"Trachycarpus fortunei","Plantae","Magnoliopsida","LC"
"Trema orientalis","Plantae","Magnoliopsida","LC"
"Trifolium subterraneum","Plantae","Magnoliopsida","LC"
"Tristania conferta","Plantae","Magnoliopsida","LC"
"Tsuga canadensis","Plantae","Pinopsida","NT"
"Tsuga caroliniana","Plantae","Pinopsida","NT"
"Tsuga forrestii","Plantae","Pinopsida","VU"
"Tsuga heterophylla","Plantae","Pinopsida","LC"
"Tsuga longibracteata","Plantae","Pinopsida","NT"
"Turnera ulmifolia","Plantae","Magnoliopsida","LC"
"Ulmus americana","Plantae","Magnoliopsida","EN"
"Vaccinium dunalianum","Plantae","Magnoliopsida","LC"
"Vaccinium wrightii","Plantae","Magnoliopsida","LC"
"Veitchia merrillii","Plantae","Magnoliopsida","VU"
"Washingtonia robusta","Plantae","Magnoliopsida","LC"
"Wodyetia bifurcata","Plantae","Magnoliopsida","LR/cd"
"Zamia fischeri","Plantae","Cycadopsida","EN"
"Zamia kickxii","Plantae","Cycadopsida","EN"
"Zantedeschia albomaculata","Plantae","Magnoliopsida","LC"
"Zanthoxylum bungeanum","Plantae","Magnoliopsida","LC"
"Ziziphus jujuba","Plantae","Magnoliopsida","LC"
"Aztekium ritteri","Plantae","Magnoliopsida","LC"
"Bactris major","Plantae","Magnoliopsida","LC"
"Bauhinia acuminata","Plantae","Magnoliopsida","LC"
"Bauhinia galpinii","Plantae","Magnoliopsida","LC"
"Bauhinia racemosa","Plantae","Magnoliopsida","LC"
"Bauhinia tomentosa","Plantae","Magnoliopsida","LC"
"Beaucarnea recurvata","Plantae","Magnoliopsida","CR"
"Bentinckia nicobarica","Plantae","Magnoliopsida","EN"
"Berchemia floribunda","Plantae","Magnoliopsida","LC"
"Betula chinensis","Plantae","Magnoliopsida","LC"
"Bismarckia nobilis","Plantae","Magnoliopsida","LC"
"Bixa orellana","Plantae","Magnoliopsida","LC"
"Borassus flabellifer","Plantae","Magnoliopsida","LC"
"Bougainvillea glabra","Plantae","Magnoliopsida","LC"
"Brachychiton rupestris","Plantae","Magnoliopsida","LC"
"Breynia fruticosa","Plantae","Magnoliopsida","LC"
"Bruguiera gymnorhiza","Plantae","Magnoliopsida","LC"
"Brunfelsia uniflora","Plantae","Magnoliopsida","LC"
"Buddleja madagascariensis","Plantae","Magnoliopsida","LC"
"Bunchosia argentea","Plantae","Magnoliopsida","LC"
"Bunchosia armeniaca","Plantae","Magnoliopsida","LC"
"Butea monosperma","Plantae","Magnoliopsida","LC"
"Butia eriospatha","Plantae","Magnoliopsida","VU"
"Buxus microphylla","Plantae","Magnoliopsida","LC"
"Buxus sempervirens","Plantae","Magnoliopsida","LC"
"Caesalpinia sappan","Plantae","Magnoliopsida","LR/lc"
"Caesalpinia tinctoria","Plantae","Magnoliopsida","LC"
"Calanthe davidii","Plantae","Magnoliopsida","LC"
"Calathea veitchiana","Plantae","Magnoliopsida","NT"
"Calliandra surinamensis","Plantae","Magnoliopsida","LC"
"Callicarpa formosana","Plantae","Magnoliopsida","LC"
"Callicarpa lanata","Plantae","Magnoliopsida","LC"
"Callicarpa macrophylla","Plantae","Magnoliopsida","LC"
"Callitris preissii","Plantae","Pinopsida","LC"
"Callitris rhomboidea","Plantae","Pinopsida","LC"
"Camellia chrysantha","Plantae","Magnoliopsida","VU"
"Camellia hengchunensis","Plantae","Magnoliopsida","NT"
"Camellia lutchuensis","Plantae","Magnoliopsida","LC"
"Camellia reticulata","Plantae","Magnoliopsida","DD"
"Cananga odorata","Plantae","Magnoliopsida","LC"
"Canarium album","Plantae","Magnoliopsida","LC"
"Capparis micracantha","Plantae","Magnoliopsida","LC"
"Carex longii","Plantae","Magnoliopsida","LC"
"Carex tsushimensis","Plantae","Magnoliopsida","DD"
"Carnegiea gigantea","Plantae","Magnoliopsida","LC"
"Carya illinoinensis","Plantae","Magnoliopsida","LC"
"Cassia auriculata","Plantae","Magnoliopsida","LC"
"Cassia didymobotrya","Plantae","Magnoliopsida","LC"
"Cassia fistula","Plantae","Magnoliopsida","LC"
"Cassia javanica","Plantae","Magnoliopsida","LC"
"Cassia multijuga","Plantae","Magnoliopsida","LC"
"Castanopsis cuspidata","Plantae","Magnoliopsida","LC"
"Castilla elastica","Plantae","Magnoliopsida","LC"
"Casuarina cunninghamiana","Plantae","Magnoliopsida","LC"
"Casuarina fraseriana","Plantae","Magnoliopsida","LC"
"Casuarina glauca","Plantae","Magnoliopsida","LC"
"Casuarina huegeliana","Plantae","Magnoliopsida","LC"
"Casuarina montana","Plantae","Magnoliopsida","LC"
"Catalpa ovata","Plantae","Magnoliopsida","LC"
"Catalpa speciosa","Plantae","Magnoliopsida","LC"
"Catesbaea spinosa","Plantae","Magnoliopsida","LC"
"Cedrela odorata","Plantae","Magnoliopsida","VU"
"Cedrus deodara","Plantae","Pinopsida","LC"
"Ceiba pentandra","Plantae","Magnoliopsida","LC"
"Centaurium pulchellum","Plantae","Magnoliopsida","LC"
"Cephalocereus senilis","Plantae","Magnoliopsida","EN"
"Cephalotaxus fortunei","Plantae","Pinopsida","LC"
"Cephalotaxus hainanensis","Plantae","Pinopsida","EN"
"Cercis chinensis","Plantae","Magnoliopsida","LC"
"Cereus repandus","Plantae","Magnoliopsida","LC"
"Cestrum elegans","Plantae","Magnoliopsida","LC"
"Chamaecyparis lawsoniana","Plantae","Pinopsida","NT"
"Chamaecyparis pisifera","Plantae","Pinopsida","LC"
"Chamaedorea cataractarum","Plantae","Magnoliopsida","LC"
"Chamaenerion angustifolium","Plantae","Magnoliopsida","LC"
"Chara hydropitys","Plantae","Charophyceae","LC"
"Chionanthus coriaceus","Plantae","Magnoliopsida","NT"
"Chrysophyllum cainito","Plantae","Magnoliopsida","LC"
"Chrysophyllum roxburghii","Plantae","Magnoliopsida","LC"
"Cinchona calisaya","Plantae","Magnoliopsida","LC"
"Cinnamomum brevipedunculatum","Plantae","Magnoliopsida","EN"
"Cinnamomum tenuifolium","Plantae","Magnoliopsida","LC"
"Citrus maxima","Plantae","Magnoliopsida","LC"
"Citrus medica","Plantae","Magnoliopsida","LC"
"Clerodendrum quadriloculare","Plantae","Magnoliopsida","LC"
"Coccothrinax argentata","Plantae","Magnoliopsida","LC"
"Cochlospermum religiosum","Plantae","Magnoliopsida","LC"
"Coffea robusta","Plantae","Magnoliopsida","LC"
"Cololejeunea magnilobula","Plantae","Jungermanniopsida","EN"
"Conophytum bilobum","Plantae","Magnoliopsida","VU"
"Coptis trifolia","Plantae","Magnoliopsida","LC"
"Cordia aspera","Plantae","Magnoliopsida","LC"
"Cordyline stricta","Plantae","Magnoliopsida","LC"
"Cornus florida","Plantae","Magnoliopsida","LC"
"Corymbia citriodora","Plantae","Magnoliopsida","LC"
"Corynopuntia vilis","Plantae","Magnoliopsida","LC"
"Corypha umbraculifera","Plantae","Magnoliopsida","DD"
"Coryphantha clavata","Plantae","Magnoliopsida","LC"
"Coryphantha compacta","Plantae","Magnoliopsida","LC"
"Coryphantha elephantidens","Plantae","Magnoliopsida","LC"
"Coryphantha erecta","Plantae","Magnoliopsida","LC"
"Costus malortieanus","Plantae","Magnoliopsida","LC"
"Couroupita guianensis","Plantae","Magnoliopsida","LC"
"Crateva religiosa","Plantae","Magnoliopsida","LC"
"Crateva unilocularis","Plantae","Magnoliopsida","LC"
"Crescentia alata","Plantae","Magnoliopsida","LC"
"Crescentia cujete","Plantae","Magnoliopsida","LC"
"Cucurbita foetidissima","Plantae","Magnoliopsida","LC"
"Cupressus cashmeriana","Plantae","Pinopsida","NT"
"Cupressus funebris","Plantae","Pinopsida","DD"
"Cupressus lusitanica","Plantae","Pinopsida","LC"
"Cupressus sempervirens","Plantae","Pinopsida","LC"
"Cycas circinalis","Plantae","Cycadopsida","EN"
"Cycas media","Plantae","Cycadopsida","LC"
"Cycas rumphii","Plantae","Cycadopsida","NT"
"Cycas siamensis","Plantae","Cycadopsida","VU"
"Cycas thouarsii","Plantae","Cycadopsida","LC"
"Cymodocea rotundata","Plantae","Magnoliopsida","LC"
"Cymodocea serrulata","Plantae","Magnoliopsida","LC"
"Cyperus imbricatus","Plantae","Magnoliopsida","LC"
"Cyperus michelianus","Plantae","Magnoliopsida","LC"
"Dalbergia candenatensis","Plantae","Magnoliopsida","LC"
"Dalbergia latifolia","Plantae","Magnoliopsida","VU"
"Daphniphyllum glaucescens","Plantae","Magnoliopsida","LC"
