"new_simple_name","taxon_id","kingdom","class","new_iucn"
"Phyllodium pulchellum","t0054808","Plantae","Magnoliopsida","LC"
"Physalis angulata","t0054815","Plantae","Magnoliopsida","LC"
"Physalis minima","t0054816","Plantae","Magnoliopsida","LC"
"Physalis peruviana","t0054817","Plantae","Magnoliopsida","LC"
"Physalis pubescens","t0054818","Plantae","Magnoliopsida","LC"
"Picea morrisonicola","t0054822","Plantae","Pinopsida","VU"
"Pilea melastomoides","t0054827","Plantae","Magnoliopsida","LC"
"Pinanga tashiroi","t0054836","Plantae","Magnoliopsida","CR"
"Pinellia ternata","t0054837","Plantae","Magnoliopsida","LC"
"Pinus fragilissima","t0054838","Plantae","Pinopsida","NT"
"Pinus taiwanensis","t0054839","Plantae","Pinopsida","LC"
"Pinus morrisonicola","t0054840","Plantae","Pinopsida","NT"
"Pinus thunbergii","t0054842","Plantae","Pinopsida","LC"
"Pipturus arborescens","t0054853","Plantae","Magnoliopsida","LC"
"Pisonia aculeata","t0054854","Plantae","Magnoliopsida","LC"
"Pistacia chinensis","t0054856","Plantae","Magnoliopsida","LC"
"Pistia stratiotes","t0054857","Plantae","Magnoliopsida","LC"
"Pittosporum moluccanum","t0054860","Plantae","Magnoliopsida","LC"
"Pittosporum pentandrum","t0054861","Plantae","Magnoliopsida","LC"
"Planchonella obovata","t0054862","Plantae","Magnoliopsida","LC"
"Plantago major","t0054866","Plantae","Magnoliopsida","LC"
"Pleione bulbocodioides","t0054881","Plantae","Magnoliopsida","VU"
"Plinia cauliflora","t0054882","Plantae","Magnoliopsida","LC"
"Pluchea indica","t0054883","Plantae","Magnoliopsida","LC"
"Plumeria rubra","t0054888","Plantae","Magnoliopsida","LC"
"Poa annua","t0054890","Plantae","Magnoliopsida","LC"
"Poa pratensis","t0054895","Plantae","Magnoliopsida","LC"
"Poa trivialis","t0054900","Plantae","Magnoliopsida","LC"
"Pogonatherum paniceum","t0054902","Plantae","Magnoliopsida","LC"
"Polyalthia liukiuensis","t0054909","Plantae","Magnoliopsida","EN"
"Polygonum plebeium","t0054922","Plantae","Magnoliopsida","LC"
"Polypogon monspeliensis","t0054924","Plantae","Magnoliopsida","LC"
"Pometia pinnata","t0054925","Plantae","Magnoliopsida","LC"
"Portulaca oleracea","t0054931","Plantae","Magnoliopsida","LC"
"Portulacaria afra","t0054935","Plantae","Magnoliopsida","LC"
"Potamogeton crispus","t0054936","Plantae","Magnoliopsida","LC"
"Potamogeton distinctus","t0054938","Plantae","Magnoliopsida","LC"
"Potamogeton maackianus","t0054939","Plantae","Magnoliopsida","LC"
"Potamogeton malaianus","t0054940","Plantae","Magnoliopsida","LC"
"Potamogeton octandrus","t0054941","Plantae","Magnoliopsida","LC"
"Potamogeton pusillus","t0054943","Plantae","Magnoliopsida","LC"
"Pouteria caimito","t0054954","Plantae","Magnoliopsida","LC"
"Pouteria sapota","t0054955","Plantae","Magnoliopsida","LC"
"Premna microphylla","t0054957","Plantae","Magnoliopsida","LC"
"Premna odorata","t0054959","Plantae","Magnoliopsida","LC"
"Premna serratifolia","t0054960","Plantae","Magnoliopsida","LC"
"Prunus armeniaca","t0054966","Plantae","Magnoliopsida","DD"
"Prunus avium","t0054967","Plantae","Magnoliopsida","LC"
"Prunus buergeriana","t0054968","Plantae","Magnoliopsida","LC"
"Prunus campanulata","t0054969","Plantae","Magnoliopsida","LC"
"Prunus pogonostyla","t0054973","Plantae","Magnoliopsida","LC"
"Prunus salicina","t0054974","Plantae","Magnoliopsida","LC"
"Prunus zippeliana","t0054976","Plantae","Magnoliopsida","LC"
"Pseudotsuga wilsoniana","t0054981","Plantae","Pinopsida","VU"
"Psidium guajava","t0054982","Plantae","Magnoliopsida","LC"
"Psoralea corylifolia","t0054984","Plantae","Magnoliopsida","LC"
"Psychotria cephalophora","t0054985","Plantae","Magnoliopsida","EN"
"Psychotria manillensis","t0054986","Plantae","Magnoliopsida","LC"
"Psychotria rubra","t0054987","Plantae","Magnoliopsida","LC"
"Pterocarpus indicus","t0054990","Plantae","Magnoliopsida","EN"
"Pterospermum niveum","t0054991","Plantae","Magnoliopsida","DD"
"Ptychosperma elegans","t0054994","Plantae","Magnoliopsida","LC"
"Punica granatum","t0054998","Plantae","Magnoliopsida","LC"
"Pycreus sanguinolentus","t0055003","Plantae","Magnoliopsida","LC"
"Quercus acutissima","t0055010","Plantae","Magnoliopsida","LC"
"Quercus aliena","t0055011","Plantae","Magnoliopsida","LC"
"Quercus championii","t0055012","Plantae","Magnoliopsida","LC"
"Quercus dentata","t0055013","Plantae","Magnoliopsida","LC"
"Quercus gilva","t0055014","Plantae","Magnoliopsida","LC"
"Quercus hypophaea","t0055015","Plantae","Magnoliopsida","NT"
"Quercus morii","t0055016","Plantae","Magnoliopsida","LC"
"Quercus myrsinifolia","t0055017","Plantae","Magnoliopsida","LC"
"Quercus pachyloma","t0055018","Plantae","Magnoliopsida","LC"
"Quercus salicina","t0055019","Plantae","Magnoliopsida","LC"
"Quercus sessilifolia","t0055020","Plantae","Magnoliopsida","LC"
"Quercus spinosa","t0055021","Plantae","Magnoliopsida","LC"
"Quercus suber","t0055022","Plantae","Magnoliopsida","LC"
"Quercus tarokoensis","t0055023","Plantae","Magnoliopsida","DD"
"Quercus tatakaensis","t0055024","Plantae","Magnoliopsida","DD"
"Quercus variabilis","t0055025","Plantae","Magnoliopsida","LC"
"Radermachera sinica","t0055027","Plantae","Magnoliopsida","LC"
"Randia canthioides","t0055028","Plantae","Magnoliopsida","LC"
"Randia spinosa","t0055029","Plantae","Magnoliopsida","LC"
"Ranunculus sceleratus","t0055040","Plantae","Magnoliopsida","LC"
"Rauvolfia tetraphylla","t0055047","Plantae","Magnoliopsida","LC"
"Rauvolfia verticillata","t0055048","Plantae","Magnoliopsida","LC"
"Ravenala madagascariensis","t0055049","Plantae","Magnoliopsida","LC"
"Rhamnus crenata","t0055056","Plantae","Magnoliopsida","LC"
"Rhapis excelsa","t0055064","Plantae","Magnoliopsida","LC"
"Rhizophora stylosa","t0055067","Plantae","Magnoliopsida","LC"
"Rhododendron kanehirae","t0055073","Plantae","Magnoliopsida","EW"
"Rhododendron mariesii","t0055076","Plantae","Magnoliopsida","LC"
"Rhodomyrtus tomentosa","t0055083","Plantae","Magnoliopsida","LC"
"Rhus chinensis","t0055086","Plantae","Magnoliopsida","LC"
"Rhus sylvestris","t0055088","Plantae","Magnoliopsida","LC"
"Rhus verniciflua","t0055089","Plantae","Magnoliopsida","LC"
"Rhynchosia minima","t0055090","Plantae","Magnoliopsida","LC"
"Rhynchospora alba","t0055094","Plantae","Magnoliopsida","LC"
"Rhynchospora corymbosa","t0055097","Plantae","Magnoliopsida","LC"
"Rorippa sylvestris","t0055112","Plantae","Magnoliopsida","LC"
"Rotala mexicana","t0055122","Plantae","Magnoliopsida","LC"
"Rotala ramosior","t0055123","Plantae","Magnoliopsida","LC"
"Rotala rotundifolia","t0055124","Plantae","Magnoliopsida","LC"
"Roystonea regia","t0055129","Plantae","Magnoliopsida","LC"
"Rumex maritimus","t0055169","Plantae","Magnoliopsida","LC"
"Ruppia maritima","t0055175","Plantae","Magnoliopsida","LC"
"Saccharum spontaneum","t0055182","Plantae","Magnoliopsida","LC"
"Sacciolepis indica","t0055183","Plantae","Magnoliopsida","LC"
"Sagittaria pygmaea","t0055191","Plantae","Magnoliopsida","LC"
"Saintpaulia ionantha","t0055192","Plantae","Magnoliopsida","NT"
"Salix babylonica","t0055194","Plantae","Magnoliopsida","DD"
"Salvia officinalis","t0055209","Plantae","Magnoliopsida","LC"
"Samanea saman","t0055214","Plantae","Magnoliopsida","LC"
"Sambucus williamsii","t0055216","Plantae","Magnoliopsida","LC"
"Samolus valerandi","t0055217","Plantae","Magnoliopsida","LC"
"Sapindus mukorossii","t0055225","Plantae","Magnoliopsida","LC"
"Sapindus rarak","t0055226","Plantae","Magnoliopsida","LC"
"Sassafras randaiense","t0055229","Plantae","Magnoliopsida","NT"
"Saururus chinensis","t0055230","Plantae","Magnoliopsida","LC"
"Schizachyrium brevifolium","t0055244","Plantae","Magnoliopsida","LC"
"Schoenoplectus triqueter","t0055251","Plantae","Magnoliopsida","LC"
"Schoenus falcatus","t0055256","Plantae","Magnoliopsida","LC"
"Schoepfia jasminodora","t0055257","Plantae","Magnoliopsida","LC"
"Scleria biflora","t0055264","Plantae","Magnoliopsida","LC"
"Scleria levis","t0055265","Plantae","Magnoliopsida","LC"
"Scleria lithosperma","t0055266","Plantae","Magnoliopsida","LC"
"Scleria novae-hollandiae","t0055267","Plantae","Magnoliopsida","LC"
"Scleria radula","t0055268","Plantae","Magnoliopsida","LC"
"Scleria rugosa","t0055269","Plantae","Magnoliopsida","LC"
"Scleria scrobiculata","t0055270","Plantae","Magnoliopsida","LC"
"Scleria sumatrensis","t0055271","Plantae","Magnoliopsida","LC"
"Scleria terrestris","t0055272","Plantae","Magnoliopsida","LC"
"Scolopia oldhamii","t0055274","Plantae","Magnoliopsida","LC"
"Secale cereale","t0055284","Plantae","Magnoliopsida","LC"
"Semecarpus cuneiformis","t0055304","Plantae","Magnoliopsida","LC"
"Sesbania cannabina","t0055318","Plantae","Magnoliopsida","LC"
"Sesbania grandiflora","t0055319","Plantae","Magnoliopsida","DD"
"Sesbania sesban","t0055320","Plantae","Magnoliopsida","LC"
"Sesuvium portulacastrum","t0055321","Plantae","Magnoliopsida","LC"
"Setaria italica","t0055324","Plantae","Magnoliopsida","LC"
"Setaria sphacelata","t0055328","Plantae","Magnoliopsida","LC"
"Sium suave","t0055356","Plantae","Magnoliopsida","LC"
"Smithia sensitiva","t0055380","Plantae","Magnoliopsida","LC"
"Solanum americanum","t0055381","Plantae","Magnoliopsida","LC"
"Solanum elaeagnifolium","t0055383","Plantae","Magnoliopsida","LC"
"Solanum erianthum","t0055384","Plantae","Magnoliopsida","LC"
"Solanum lyratum","t0055385","Plantae","Magnoliopsida","LC"
"Solanum nigrum","t0055389","Plantae","Magnoliopsida","LC"
"Solanum pseudocapsicum","t0055391","Plantae","Magnoliopsida","LR/cd"
"Solanum viarum","t0055395","Plantae","Magnoliopsida","LC"
"Sophora flavescens","t0055404","Plantae","Magnoliopsida","LC"
"Sparganium fallax","t0055410","Plantae","Magnoliopsida","LC"
"Spartina alterniflora","t0055411","Plantae","Magnoliopsida","LC"
"Spathodea campanulata","t0055413","Plantae","Magnoliopsida","LC"
"Spergularia marina","t0055416","Plantae","Magnoliopsida","LC"
"Spermacoce remota","t0055419","Plantae","Magnoliopsida","LC"
"Sphaeranthus africanus","t0055425","Plantae","Magnoliopsida","LC"
"Sphagneticola calendulacea","t0055427","Plantae","Magnoliopsida","LC"
"Sphenoclea zeylanica","t0055428","Plantae","Magnoliopsida","LC"
"Spiranthes sinensis","t0055438","Plantae","Magnoliopsida","LC"
"Spirodela polyrhiza","t0055439","Plantae","Magnoliopsida","LC"
"Landoltia punctata","t0055440","Plantae","Magnoliopsida","LC"
"Sporobolus virginicus","t0055445","Plantae","Magnoliopsida","LC"
"Stachytarpheta jamaicensis","t0055448","Plantae","Magnoliopsida","LC"
"Stachyurus himalaicus","t0055450","Plantae","Magnoliopsida","LC"
"Stenotaphrum secundatum","t0055460","Plantae","Magnoliopsida","LC"
"Sterculia ceramica","t0055464","Plantae","Magnoliopsida","LC"
"Stictocardia tiliifolia","t0055467","Plantae","Magnoliopsida","LC"
"Stuckenia pectinata","t0055478","Plantae","Magnoliopsida","LC"
"Swietenia macrophylla","t0055490","Plantae","Magnoliopsida","EN"
"Swietenia mahagoni","t0055491","Plantae","Magnoliopsida","NT"
"Sycopsis sinensis","t0055492","Plantae","Magnoliopsida","LC"
"Symplocos heishanensis","t0055500","Plantae","Magnoliopsida","LC"
"Symplocos shilanensis","t0055512","Plantae","Magnoliopsida","EN"
"Symplocos trichoclada","t0055515","Plantae","Magnoliopsida","VU"
"Symplocos wikstroemiifolia","t0055516","Plantae","Magnoliopsida","LC"
"Synsepalum dulcificum","t0055520","Plantae","Magnoliopsida","LC"
"Syzygium acuminatissimum","t0055521","Plantae","Magnoliopsida","LC"
"Syzygium buxifolium","t0055522","Plantae","Magnoliopsida","LC"
"Syzygium cumini","t0055523","Plantae","Magnoliopsida","LC"
"Syzygium euphlebium","t0055524","Plantae","Magnoliopsida","EN"
"Syzygium formosanum","t0055525","Plantae","Magnoliopsida","EN"
"Syzygium jambos","t0055527","Plantae","Magnoliopsida","LC"
"Syzygium malaccense","t0055528","Plantae","Magnoliopsida","LC"
"Syzygium samarangense","t0055530","Plantae","Magnoliopsida","LC"
"Syzygium taiwanicum","t0055532","Plantae","Magnoliopsida","LC"
"Tabernaemontana elegans","t0055533","Plantae","Magnoliopsida","LC"
"Tabernaemontana pandacaqui","t0055535","Plantae","Magnoliopsida","LC"
"Tacca leontopetaloides","t0055537","Plantae","Magnoliopsida","LC"
"Taiwania cryptomerioides","t0055549","Plantae","Pinopsida","VU"
"Tamarindus indica","t0055551","Plantae","Magnoliopsida","LC"
"Tamarix chinensis","t0055552","Plantae","Magnoliopsida","LC"
"Taxodium distichum","t0055559","Plantae","Pinopsida","LC"
"Tectona grandis","t0055562","Plantae","Magnoliopsida","EN"
"Tephrosia candida","t0055566","Plantae","Magnoliopsida","LC"
"Tephrosia noctiflora","t0055567","Plantae","Magnoliopsida","LC"
"Tephrosia vogelii","t0055569","Plantae","Magnoliopsida","LC"
"Terminalia catappa","t0055570","Plantae","Magnoliopsida","LC"
"Terminalia mantaly","t0055571","Plantae","Magnoliopsida","LC"
"Thalassia hemprichii","t0055578","Plantae","Magnoliopsida","LC"
"Thalia geniculata","t0055579","Plantae","Magnoliopsida","LC"
"Thuja orientalis","t0055606","Plantae","Pinopsida","NT"
"Timonius arboreus","t0055616","Plantae","Magnoliopsida","LC"
"Trapa incisa","t0055637","Plantae","Magnoliopsida","LC"
"Triadica sebifera","t0055641","Plantae","Magnoliopsida","LC"
"Tribulus terrestris","t0055645","Plantae","Magnoliopsida","LC"
"Trichophorum subcapitatum","t0055648","Plantae","Magnoliopsida","LC"
"Trifolium pratense","t0055660","Plantae","Magnoliopsida","LC"
"Trillium tschonoskii","t0055666","Plantae","Magnoliopsida","EN"
"Tripsacum dactyloides","t0055670","Plantae","Magnoliopsida","DD"
"Tripsacum laxum","t0055671","Plantae","Magnoliopsida","LC"
"Tripterygium wilfordii","t0055676","Plantae","Magnoliopsida","LC"
"Trisetum bifidum","t0055677","Plantae","Magnoliopsida","LC"
"Triumfetta semitriloba","t0055682","Plantae","Magnoliopsida","LC"
"Turpinia ovalifolia","t0055697","Plantae","Magnoliopsida","LC"
"Turpinia ternata","t0055698","Plantae","Magnoliopsida","LC"
"Typha angustifolia","t0055699","Plantae","Magnoliopsida","LC"
"Typha orientalis","t0055700","Plantae","Magnoliopsida","LC"
"Ulmus parvifolia","t0055703","Plantae","Magnoliopsida","LC"
"Uraria picta","t0055709","Plantae","Magnoliopsida","LC"
"Urena lobata","t0055710","Plantae","Magnoliopsida","LC"
"Utricularia aurea","t0055715","Plantae","Magnoliopsida","LC"
"Utricularia australis","t0055716","Plantae","Magnoliopsida","LC"
"Utricularia bifida","t0055717","Plantae","Magnoliopsida","LC"
"Utricularia gibba","t0055719","Plantae","Magnoliopsida","LC"
"Utricularia graminifolia","t0055720","Plantae","Magnoliopsida","LC"
"Utricularia heterosepala","t0055721","Plantae","Magnoliopsida","LC"
"Utricularia minor","t0055724","Plantae","Magnoliopsida","LC"
"Utricularia smithiana","t0055726","Plantae","Magnoliopsida","LC"
"Utricularia striatula","t0055727","Plantae","Magnoliopsida","LC"
"Utricularia tricolor","t0055728","Plantae","Magnoliopsida","LC"
"Utricularia uliginosa","t0055729","Plantae","Magnoliopsida","LC"
"Vaccinium bracteatum","t0055730","Plantae","Magnoliopsida","LC"
"Vallisneria americana","t0055737","Plantae","Magnoliopsida","LC"
"Dimetia hedyotidea","t0057248","Plantae","Magnoliopsida","LC"
"Diplazium esculentum","t0057258","Plantae","Polypodiopsida","LC"
"Tricalysia dubia","t0057268","Plantae","Magnoliopsida","LC"
"Dodonaea viscosa","t0057285","Plantae","Magnoliopsida","LC"
"Drypetes karapinensis","t0057294","Plantae","Magnoliopsida","LC"
"Drypetes littoralis","t0057295","Plantae","Magnoliopsida","CR"
"Dysoxylum arborescens","t0057301","Plantae","Magnoliopsida","LC"
"Dysoxylum parasiticum","t0057302","Plantae","Magnoliopsida","LC"
"Echinochloa colona","t0057303","Plantae","Magnoliopsida","LC"
"Eleocharis congesta japonica","t0057314","Plantae","Magnoliopsida","LC"
"Eleocharis dulcis tuberosa","t0057315","Plantae","Magnoliopsida","LC"
"Enkianthus quinqueflorus","t0057321","Plantae","Magnoliopsida","LC"
"Euonymus pallidifolia","t0057343","Plantae","Magnoliopsida","CR"
"Eurycorymbus cavaleriei","t0057358","Plantae","Magnoliopsida","LR/nt"
"Falcataria falcata","t0057366","Plantae","Magnoliopsida","LC"
"Fimbristylis ferruginea","t0057375","Plantae","Magnoliopsida","LC"
"Fimbristylis ferruginea ferruginea","t0057377","Plantae","Magnoliopsida","LC"
"Tubocapsicum anomalum","t0057454","Plantae","Magnoliopsida","LC"
"Ulota crispa","t0057455","Plantae","Bryopsida","LC"
"Brachiaria reptans","t0057469","Plantae","Magnoliopsida","LC"
"Vicia sativa nigra","t0057484","Plantae","Magnoliopsida","LC"
"Vigna adenantha","t0057485","Plantae","Magnoliopsida","LC"
"Vigna angularis","t0057486","Plantae","Magnoliopsida","LC"
"Vitex quinata","t0057492","Plantae","Magnoliopsida","LC"
"Washingtonia filifera","t0057495","Plantae","Magnoliopsida","LC"
"Zanthoxylum nitidum","t0057514","Plantae","Magnoliopsida","LC"
"Geniostoma rupestre","t0057931","Plantae","Magnoliopsida","LC"
"Glinus oppositifolius","t0057937","Plantae","Magnoliopsida","LC"
"Glochidion philippicum","t0057938","Plantae","Magnoliopsida","LC"
"Glochidion zeylanicum tomentosum","t0057943","Plantae","Magnoliopsida","LC"
"Halodule uninervis","t0057979","Plantae","Magnoliopsida","LC"
"Helicia rengetiensis","t0057990","Plantae","Magnoliopsida","LC"
"Hellenia speciosa","t0057995","Plantae","Magnoliopsida","LC"
"Hernandia nymphiifolia","t0058000","Plantae","Magnoliopsida","LC"
"Homalium cochinchinensis","t0058021","Plantae","Magnoliopsida","LC"
"Hydrolea zeylanica","t0058038","Plantae","Magnoliopsida","LC"
"Indigofera linifolia","t0058072","Plantae","Magnoliopsida","LC"
"Ipomoea batatas","t0058074","Plantae","Magnoliopsida","DD"
"Ipomoea trifida","t0058077","Plantae","Magnoliopsida","LC"
"Itea oldhamii","t0058090","Plantae","Magnoliopsida","LC"
"Keteleeria davidiana formosana","t0058106","Plantae","Pinopsida","EN"
"Laggera alata","t0058114","Plantae","Magnoliopsida","LC"
"Lasianthus chinensis","t0058121","Plantae","Magnoliopsida","LC"
"Lespedeza cuneata","t0058148","Plantae","Magnoliopsida","LC"
"Salix kusanoi","t0058183","Plantae","Magnoliopsida","EN"
"Schistidium apocarpum","t0058213","Plantae","Bryopsida","VU"
"Schoenoplectiella mucronata robusta","t0058220","Plantae","Magnoliopsida","LC"
"Scleromitrion brachypodum","t0058226","Plantae","Magnoliopsida","LC"
"Scleromitrion diffusum","t0058227","Plantae","Magnoliopsida","LC"
"Selenicereus undatus","t0058239","Plantae","Magnoliopsida","DD"
"Senna alata","t0058245","Plantae","Magnoliopsida","LC"
"Senna bicapsularis","t0058246","Plantae","Magnoliopsida","LC"
"Senna occidentalis","t0058248","Plantae","Magnoliopsida","LC"
"Setaria parviflora","t0058251","Plantae","Magnoliopsida","LC"
"Sinoadina racemosa","t0058257","Plantae","Magnoliopsida","LC"
"Sinopanax formosana","t0058260","Plantae","Magnoliopsida","VU"
"Cornus macrophylla","t0058315","Plantae","Magnoliopsida","LC"
"Symplocos glauca","t0058321","Plantae","Magnoliopsida","LC"
"Taxodium distichum mexicanum","t0058349","Plantae","Pinopsida","LC"
"Taxus sumatrana","t0058350","Plantae","Pinopsida","EN"
"Tephrosia purpurea","t0058357","Plantae","Magnoliopsida","EN"
"Ternstroemia gymnanthera","t0058359","Plantae","Magnoliopsida","LC"
"Tetradium ruticarpum","t0058361","Plantae","Magnoliopsida","LC"
"Tillandsia usneoides","t0058397","Plantae","Magnoliopsida","LC"
"Toona sinensis","t0058404","Plantae","Magnoliopsida","LC"
"Torenia anagallis","t0058405","Plantae","Magnoliopsida","LC"
"Trema cannabina","t0058431","Plantae","Magnoliopsida","LC"
"Trema tomentosa","t0058432","Plantae","Magnoliopsida","LC"
"Triadica cochinchinensis","t0058436","Plantae","Magnoliopsida","LC"
"Lithocarpus corneus","t0058460","Plantae","Magnoliopsida","LC"
"Lithocarpus synbalanos","t0058463","Plantae","Magnoliopsida","LC"
"Litsea elongata mushaensis","t0058466","Plantae","Magnoliopsida","LC"
"Litsea rotundifolia oblongifolia","t0058467","Plantae","Magnoliopsida","LC"
"Macaranga sinensis","t0058481","Plantae","Magnoliopsida","NT"
"Macaranga tanarius","t0058482","Plantae","Magnoliopsida","LC"
"Macroptilium bracteatum","t0058493","Plantae","Magnoliopsida","LC"
"Magnolia compressa lanyuensis","t0058497","Plantae","Magnoliopsida","DD"
"Magnolia kachirachirai","t0058498","Plantae","Magnoliopsida","EN"
"Mallotus philippensis","t0058502","Plantae","Magnoliopsida","LC"
"Mallotus repandus","t0058503","Plantae","Magnoliopsida","LC"
"Malus doumeri","t0058504","Plantae","Magnoliopsida","DD"
"Malus prunifolia","t0058505","Plantae","Magnoliopsida","DD"
"Mariscus sumatrensis","t0058509","Plantae","Magnoliopsida","LC"
"Maytenus diversifolia","t0058511","Plantae","Magnoliopsida","LC"
"Melicope pteleifolia","t0058514","Plantae","Magnoliopsida","LC"
"Melicope semecarpifolia","t0058515","Plantae","Magnoliopsida","LC"
"Microcarpaea minima","t0058541","Plantae","Magnoliopsida","LC"
"Microstegium tenue","t0058547","Plantae","Magnoliopsida","DD"
"Pongamia pinnata","t0058550","Plantae","Magnoliopsida","LC"
"Murdannia spirata","t0058582","Plantae","Magnoliopsida","LC"
"Myrsine stolonifera","t0058588","Plantae","Magnoliopsida","LC"
"Neolitsea aciculata variabillima","t0058618","Plantae","Magnoliopsida","LC"
"Neonauclea reticulata","t0058621","Plantae","Magnoliopsida","LC"
"Neonotonia wightii","t0058622","Plantae","Magnoliopsida","LC"
"Nitella gracilis","t0058628","Plantae","Charophyceae","LC"
"Ochna thomasiana","t0058638","Plantae","Magnoliopsida","LC"
"Oenanthe javanica","t0058645","Plantae","Magnoliopsida","LC"
"Opuntia ficus-indica","t0058660","Plantae","Magnoliopsida","DD"
"Oryza grandiglumis","t0058667","Plantae","Magnoliopsida","LC"
"Osmanthus marginatus","t0058668","Plantae","Magnoliopsida","LC"
"Pandanus odorifer","t0058682","Plantae","Magnoliopsida","LC"
"Peltophorum pterocarpum","t0058713","Plantae","Magnoliopsida","LC"
"Pentapanax castanopsisicola","t0058714","Plantae","Magnoliopsida","VU"
"Perilla frutescens","t0058716","Plantae","Magnoliopsida","LC"
"Carissa macrocarpa","t0058732","Plantae","Magnoliopsida","LC"
"Castanopsis formosana","t0058735","Plantae","Magnoliopsida","LC"
"Castanopsis uraiana","t0058736","Plantae","Magnoliopsida","LC"
"Pennisetum clandestinum","t0058741","Plantae","Magnoliopsida","LC"
"Pennisetum purpureum","t0058742","Plantae","Magnoliopsida","LC"
"Centella asiatica","t0058743","Plantae","Magnoliopsida","LC"
"Centipeda minima","t0058744","Plantae","Magnoliopsida","LC"
"Centranthera cochinchinensis","t0058745","Plantae","Magnoliopsida","LC"
"Cephalanthus tetrandrus","t0058749","Plantae","Magnoliopsida","LC"
"Ceriops tagal","t0058755","Plantae","Magnoliopsida","LC"
"Champereia manillana","t0058771","Plantae","Magnoliopsida","LC"
"Chara brachypus","t0058774","Plantae","Charophyceae","DD"
"Chara zeylanica","t0058779","Plantae","Charophyceae","LC"
"Cinnamomum tenuifolium nervosum","t0058809","Plantae","Magnoliopsida","LC"
"Cirriphyllum cirrosum","t0058810","Plantae","Bryopsida","LC"
"Conocarpus erectus","t0058855","Plantae","Magnoliopsida","LC"
"Cordyline fruticosa","t0058861","Plantae","Magnoliopsida","LC"
"Coscinodon cribosus","t0058869","Plantae","Bryopsida","DD"
"Cyanotis axillaris","t0058892","Plantae","Magnoliopsida","LC"
"Apium leptophyllum","t0058898","Plantae","Magnoliopsida","LC"
"Cyperus imbricatus elongatus","t0058912","Plantae","Magnoliopsida","LC"
"Cyperus mindorensis","t0058913","Plantae","Magnoliopsida","LC"
"Dendrobium nobile formosanum","t0058930","Plantae","Magnoliopsida","LC"
"Dendrolobium triangulare","t0058934","Plantae","Magnoliopsida","LC"
"Dentella repens","t0058936","Plantae","Magnoliopsida","LC"
"Derris elliptica","t0058941","Plantae","Magnoliopsida","LC"
"Persicaria dichotoma","t0058948","Plantae","Magnoliopsida","LC"
"Phaseolus lunatus","t0058980","Plantae","Magnoliopsida","LC"
"Phoenix hanceana","t0058988","Plantae","Magnoliopsida","LC"
"Photinia serratifolia lasiopetala","t0058991","Plantae","Magnoliopsida","VU"
"Pinus armandii mastersiana","t0059014","Plantae","Pinopsida","EN"
"Planchonella duclitan","t0059032","Plantae","Magnoliopsida","LC"
"Pluchea carolinensis","t0059047","Plantae","Magnoliopsida","LC"
"Podocarpus macrophyllus macrophyllus","t0059048","Plantae","Pinopsida","LC"
"Polyscias guilfoylei","t0059076","Plantae","Magnoliopsida","LC"
"Polyspora axillaris","t0059078","Plantae","Magnoliopsida","LC"
"Photinia beauverdiana","t0059094","Plantae","Magnoliopsida","LC"
"Prunus grisea","t0059100","Plantae","Magnoliopsida","LC"
"Prunus mume","t0059102","Plantae","Magnoliopsida","DD"
"Pteridium aquilinum japonicum","t0059119","Plantae","Polypodiopsida","LC"
"Pycreus flavidus","t0059137","Plantae","Magnoliopsida","LC"
"Pyracantha koidzumii","t0059139","Plantae","Magnoliopsida","EN"
"Pyrenaria microcarpa ovalifolia","t0059140","Plantae","Magnoliopsida","CR"
"Quercus repandifolia","t0059153","Plantae","Magnoliopsida","LC"
"Randia cochinchinensis","t0059166","Plantae","Magnoliopsida","LC"
"Randia sinensis","t0059167","Plantae","Magnoliopsida","LC"
"Rorippa austriaca","t0059196","Plantae","Magnoliopsida","LC"
"Rotala rosea","t0059201","Plantae","Magnoliopsida","LC"
"Abies firma","t0060760","Plantae","Pinopsida","LC"
"Acacia albida","t0060763","Plantae","Magnoliopsida","LC"
"Acacia auriculiformis","t0060765","Plantae","Magnoliopsida","LC"
"Acacia binervata","t0060766","Plantae","Magnoliopsida","LC"
"Acacia catechu","t0060767","Plantae","Magnoliopsida","LC"
"Acacia cornigera","t0060768","Plantae","Magnoliopsida","LC"
"Acacia falcata","t0060770","Plantae","Magnoliopsida","LC"
"Acacia floribunda","t0060771","Plantae","Magnoliopsida","LC"
"Acacia implexa","t0060774","Plantae","Magnoliopsida","LC"
"Acacia lenticularis","t0060775","Plantae","Magnoliopsida","DD"
"Acacia mangium","t0060776","Plantae","Magnoliopsida","LC"
"Acacia nilotica","t0060779","Plantae","Magnoliopsida","LC"
"Acacia pycnantha","t0060780","Plantae","Magnoliopsida","LC"
"Acacia senegal","t0060781","Plantae","Magnoliopsida","LC"
"Acacia visco","t0060782","Plantae","Magnoliopsida","LR/lc"
"Acanthocereus tetragonus","t0060786","Plantae","Magnoliopsida","LC"
"Acanthus ilicifolius","t0060790","Plantae","Magnoliopsida","LC"
"Acer palmatum","t0060792","Plantae","Magnoliopsida","LC"
"Acoelorraphe wrightii","t0060797","Plantae","Magnoliopsida","LC"
"Adenanthera microsperma","t0060824","Plantae","Magnoliopsida","LC"
